,sample,path,fna_file,fsa_file,gff_file,tbl_file,contig_base
0,1PA4N_24YD40,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PA4N_24YD40,True,True,True,True,JHPFBPGB
0,1PA4N_24YD48,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PA4N_24YD48,True,True,True,True,ABDHMJEH
0,1PA4N_24YD50,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PA4N_24YD50,True,True,True,True,DPEKKBGC
0,1PA4N_24YD52,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PA4N_24YD52,True,True,True,True,ONGJLMBH
0,1PA4N_24YD53,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PA4N_24YD53,True,True,True,True,DENFAOPL
0,1PA4N_24YD54,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PA4N_24YD54,True,True,True,True,MMHPEMFF
0,1PA4N_24YD55,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PA4N_24YD55,True,True,True,True,LCIEPPDM
0,1PA4N_24YD56,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PA4N_24YD56,True,True,True,True,GDAKDNCN
0,1PA4N_24YD60,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PA4N_24YD60,True,True,True,True,EMNJDALE
0,1PA4N_24YD61,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PA4N_24YD61,True,True,True,True,JCOLHINC
0,1PB2C_S1A74,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2C_S1A74,True,True,True,True,PDFFLIAI
0,1PB2C_S1A75,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2C_S1A75,True,True,True,True,GCDCJIIG
0,1PB2C_S1A76,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2C_S1A76,True,True,True,True,CAOLDEIA
0,1PB2C_S1A77,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2C_S1A77,True,True,True,True,IFPEJPHD
0,1PB2C_S1A78,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2C_S1A78,True,True,True,True,ODNALPAO
0,1PB2C_S1A79,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2C_S1A79,True,True,True,True,KHKEFLPK
0,1PB2C_S1A80,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2C_S1A80,True,True,True,True,DFEIMCNI
0,1PB2C_S1A81,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2C_S1A81,True,True,True,True,MMEDPLJP
0,1PB2C_S1A82,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2C_S1A82,True,True,True,True,AMLDIEOG
0,1PB2C_S1A83,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2C_S1A83,True,True,True,True,EHBJEGDD
0,1PB2C_S1A84,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2C_S1A84,True,True,True,True,PJHKCAPE
0,1PB2C_S1A85,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2C_S1A85,True,True,True,True,OJACHEHI
0,1PB2C_S1A86,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2C_S1A86,True,True,True,True,MDJIMLAI
0,1PB2C_S1A87,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2C_S1A87,True,True,True,True,EGCLCCHD
0,1PB2C_S1A89,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2C_S1A89,True,True,True,True,NCEBNPIE
0,1PB2C_S1A93,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2C_S1A93,True,True,True,True,KCFCMDNM
0,1PB2F_S1B49,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2F_S1B49,True,True,True,True,IDDHAPDO
0,1PB2F_S1B50,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2F_S1B50,True,True,True,True,PNOPMAFF
0,1PB2F_S1B52,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2F_S1B52,True,True,True,True,PFHJMLKG
0,1PB2F_S1B53,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2F_S1B53,True,True,True,True,NEBGGIPE
0,1PB2F_S1B54,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2F_S1B54,True,True,True,True,IIKEGHOE
0,1PB2F_S1B55,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2F_S1B55,True,True,True,True,MDJPDCED
0,1PB2F_S1B56,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2F_S1B56,True,True,True,True,BLOFEJNN
0,1PB2F_S1B57,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2F_S1B57,True,True,True,True,IBCNMHGF
0,1PB2F_S1B58,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2F_S1B58,True,True,True,True,CLDJEHIE
0,1PB2F_S1B59,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2F_S1B59,True,True,True,True,ABJCPDDM
0,1PB2F_S1B60,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2F_S1B60,True,True,True,True,EHIMJGIE
0,1PB2F_S1B62,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2F_S1B62,True,True,True,True,GHACAJBD
0,1PB2F_S1B63,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2F_S1B63,True,True,True,True,JOBHBDNB
0,1PB2F_S1B64,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2F_S1B64,True,True,True,True,CJDCMPMO
0,1PB2F_S1B65,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2F_S1B65,True,True,True,True,IFJJICKO
0,1PB2F_S1B67,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2F_S1B67,True,True,True,True,CEDLJKMB
0,1PB2F_S1B68,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2F_S1B68,True,True,True,True,HCHCGBBF
0,1PB2F_S1B69,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2F_S1B69,True,True,True,True,KDIHHFCL
0,1PB2F_S1B70,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2F_S1B70,True,True,True,True,EJBNNIPA
0,1PB2F_S1B71,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2F_S1B71,True,True,True,True,KEGHGMIK
0,1PB2N_S1C73,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2N_S1C73,True,True,True,True,NLHBLHEB
0,1PB2N_S1C74,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2N_S1C74,True,True,True,True,CFGJMNJI
0,1PB2N_S1C75,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2N_S1C75,True,True,True,True,ELHPDBGF
0,1PB2N_S1C76,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2N_S1C76,True,True,True,True,GDDAGPMC
0,1PB2N_S1C77,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2N_S1C77,True,True,True,True,LPBOMAEN
0,1PB2N_S1C78,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2N_S1C78,True,True,True,True,DDHLGHNN
0,1PB2N_S1C79,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2N_S1C79,True,True,True,True,NCOCIJCC
0,1PB2N_S1C80,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2N_S1C80,True,True,True,True,EMMLFBGH
0,1PB2N_S1C81,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2N_S1C81,True,True,True,True,MPJDFDMG
0,1PB2N_S1C82,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2N_S1C82,True,True,True,True,FNLMFPJJ
0,1PB2N_S1C83,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2N_S1C83,True,True,True,True,AIPGCMPM
0,1PB2N_S1C84,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2N_S1C84,True,True,True,True,KNMDHAGH
0,1PB2N_S1C85,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2N_S1C85,True,True,True,True,APOBLFAC
0,1PB2N_S1C86,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2N_S1C86,True,True,True,True,KNABPGEK
0,1PB2N_S1C87,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2N_S1C87,True,True,True,True,GIPFOBJG
0,1PB2N_S1C88,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2N_S1C88,True,True,True,True,GPCMMCMD
0,1PB2N_S1C89,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2N_S1C89,True,True,True,True,DJKBOMFO
0,1PB2N_S1C90,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2N_S1C90,True,True,True,True,HPNPBAKB
0,1PB2N_S1C91,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2N_S1C91,True,True,True,True,DOKHDMMK
0,1PB2N_S1C92,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2N_S1C92,True,True,True,True,IFCDFNPM
0,1PB2N_S1C93,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2N_S1C93,True,True,True,True,DMBEKJHB
0,1PB2N_S1C94,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2N_S1C94,True,True,True,True,KJELEKOJ
0,1PB2N_S1C95,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2N_S1C95,True,True,True,True,HINIBPDI
0,1PB2N_S1C96,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB2N_S1C96,True,True,True,True,NEKBMKGA
0,1PB3C_23YAC13,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB3C_23YAC13,True,True,True,True,DOGLCEEH
0,1PB3C_23YAC14,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB3C_23YAC14,True,True,True,True,NDFCDPBJ
0,1PB3C_23YAC15,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB3C_23YAC15,True,True,True,True,JOOKHJOH
0,1PB3C_23YAC17,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB3C_23YAC17,True,True,True,True,JHFDINLE
0,1PB3C_23YAC19,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB3C_23YAC19,True,True,True,True,FGAMDPEC
0,1PB3C_23YAC21,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB3C_23YAC21,True,True,True,True,JPPFJFBE
0,1PB3C_23YAC22,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB3C_23YAC22,True,True,True,True,KIBHLDPE
0,1PB3C_23YAC24,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB3C_23YAC24,True,True,True,True,EMACFDEA
0,1PB3F_23YAC1,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB3F_23YAC1,True,True,True,True,JDNJBJPJ
0,1PB3F_23YAC2,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB3F_23YAC2,True,True,True,True,AMHIPNLA
0,1PB3F_23YAC3,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB3F_23YAC3,True,True,True,True,DEJAPCLC
0,1PB3F_23YAC4,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB3F_23YAC4,True,True,True,True,MJDGEIFE
0,1PB3F_23YAC5,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB3F_23YAC5,True,True,True,True,KHPCOJAO
0,1PB3F_23YAC6,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB3F_23YAC6,True,True,True,True,PLOPLCJI
0,1PB3N_23YAC10,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB3N_23YAC10,True,True,True,True,HEJJLGCF
0,1PB3N_23YAC11,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB3N_23YAC11,True,True,True,True,MDCLNAJO
0,1PB3N_23YAC12,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB3N_23YAC12,True,True,True,True,POIIOOOO
0,1PB3N_23YAC8,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB3N_23YAC8,True,True,True,True,HFNPJLKP
0,1PB3N_23YAC9,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/1PB3N_23YAC9,True,True,True,True,NLCMEOHI
0,2AA1C_X0406,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/2AA1C_X0406,True,True,True,True,JLLMJKNH
0,2AA1C_X0679,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/2AA1C_X0679,True,True,True,True,OCFCJICO
0,2AA1F_AF02,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/2AA1F_AF02,True,True,True,True,FHCCDFPI
0,2AA1F_AF05,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/2AA1F_AF05,True,True,True,True,MNGIGGEK
0,2AA1F_AF06,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/2AA1F_AF06,True,True,True,True,LCOLMHBI
0,2AA1F_AF07,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/2AA1F_AF07,True,True,True,True,NCGPMGAG
0,2AA1F_AF09,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/2AA1F_AF09,True,True,True,True,KKMDEBBP
0,2AA1F_AF10,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/2AA1F_AF10,True,True,True,True,NJHPGDGE
0,2AA1F_AF11,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/2AA1F_AF11,True,True,True,True,GJEBJGEG
0,2AA1F_AF12,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/2AA1F_AF12,True,True,True,True,MBFDKICF
0,2AA1F_AF16,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/2AA1F_AF16,True,True,True,True,HIBGLCPE
0,2AA1F_AF18,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/2AA1F_AF18,True,True,True,True,OAFOOGEO
0,2AA1F_AF19,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/2AA1F_AF19,True,True,True,True,AMADACJL
0,2AA1F_AF20,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/2AA1F_AF20,True,True,True,True,POFNBPJN
0,2AA1F_AF21,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/2AA1F_AF21,True,True,True,True,COFDNJJP
0,2AA1F_AF23,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/2AA1F_AF23,True,True,True,True,FKKAKNFB
0,2AA1F_AF24,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/2AA1F_AF24,True,True,True,True,JGAFKHHB
0,2AA1F_AF26,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/2AA1F_AF26,True,True,True,True,KGJAAOCO
0,2AA1F_AF27,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/2AA1F_AF27,True,True,True,True,HBAHAAPC
0,2AA1F_AF28,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/2AA1F_AF28,True,True,True,True,DHOPCOEO
0,2AA1K_X0108,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/2AA1K_X0108,True,True,True,True,FKECEOKN
0,2AA1K_X0110,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/2AA1K_X0110,True,True,True,True,JPFPOHBD
0,2AA1K_X0111,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/2AA1K_X0111,True,True,True,True,HLPPHPBE
0,2AA1K_X0112,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/2AA1K_X0112,True,True,True,True,NKPJELCO
0,2AA1N_X0227,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/2AA1N_X0227,True,True,True,True,FBJBOLJH
0,2AA1N_X0228,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/2AA1N_X0228,True,True,True,True,MEPGEFGK
0,2AA1N_X0229,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/2AA1N_X0229,True,True,True,True,PIBJFMPN
0,2AA1N_X0230,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/2AA1N_X0230,True,True,True,True,DCDOJAEG
0,2AA1N_X0231,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/2AA1N_X0231,True,True,True,True,BHEDFKPB
0,2AA1N_X0232,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/2AA1N_X0232,True,True,True,True,FGHGINGF
0,2AA1N_X0233,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/2AA1N_X0233,True,True,True,True,FHMEMJDM
0,2AA1N_X0513,/home/atripp/mit_lieberman/projects/adt_general/ACERA_PROJECT/DATA/ASSEMBLIES/ISOLATE/4-annotation/Isolate_annotation_filtered/2AA1N_X0513,True,True,True,True,EGBNBLLI
