PAMFGBLK_02162-group_248,gnl|Prokka|GBBPOGPE_4,4626,100.000,0,100,100,1,4626,4626,56847,52222,246883
PAMFGBLK_02162-group_248,gnl|Prokka|BMMJKCBF_4,4626,100.000,0,100,100,1,4626,4626,189987,194612,246783
PAMFGBLK_02162-group_248,gnl|Prokka|MMJABNBA_3,4626,100.000,0,100,100,1,4626,4626,56847,52222,246883
PAMFGBLK_02162-group_248,gnl|Prokka|CEDFHDAC_3,4626,100.000,0,100,100,1,4626,4626,56847,52222,246883
PAMFGBLK_02162-group_248,gnl|Prokka|IKFNDKII_4,4626,100.000,0,100,100,1,4626,4626,190037,194662,246883
PAMFGBLK_02162-group_248,gnl|Prokka|LBDHDIEL_3,4626,100.000,0,100,100,1,4626,4626,190037,194662,246883
PAMFGBLK_02162-group_248,gnl|Prokka|JOAPJEAM_4,4626,100.000,0,100,100,1,4626,4626,189987,194612,246783
PAMFGBLK_02162-group_248,gnl|Prokka|FPKGKNKN_3,4626,100.000,0,100,100,1,4626,4626,56847,52222,246883
PAMFGBLK_02162-group_248,gnl|Prokka|FCEGDBKI_4,4626,100.000,0,100,100,1,4626,4626,189987,194612,246783
PAMFGBLK_02162-group_248,gnl|Prokka|KBNIBELJ_3,4626,100.000,0,100,100,1,4626,4626,56847,52222,246883
PAMFGBLK_02162-group_248,gnl|Prokka|APCIAEPG_4,4626,100.000,0,100,100,1,4626,4626,190046,194671,246892
PAMFGBLK_02162-group_248,gnl|Prokka|JOOFDAOI_3,4626,100.000,0,100,100,1,4626,4626,56847,52222,246883
PAMFGBLK_02162-group_248,gnl|Prokka|MDFAMIAB_3,4626,100.000,0,100,100,1,4626,4626,56823,52198,246844
PAMFGBLK_02162-group_248,gnl|Prokka|FMGAIFPB_4,4626,100.000,0,100,100,1,4626,4626,190037,194662,246882
PAMFGBLK_02162-group_248,gnl|Prokka|PCIFMGLE_4,4626,100.000,0,100,100,1,4626,4626,56847,52222,246833
PAMFGBLK_02162-group_248,gnl|Prokka|ENFGGMNG_3,4626,100.000,0,100,100,1,4626,4626,190025,194650,246871
PAMFGBLK_02162-group_248,gnl|Prokka|MGAHIMGK_4,4626,100.000,0,100,100,1,4626,4626,190037,194662,246883
PAMFGBLK_02162-group_248,gnl|Prokka|JEFIALGC_3,4626,100.000,0,100,100,1,4626,4626,56847,52222,246855
PAMFGBLK_02162-group_248,gnl|Prokka|ABEOCBOD_3,4626,100.000,0,100,100,1,4626,4626,190015,194640,246861
PAMFGBLK_02162-group_248,gnl|Prokka|MMIJHIFG_4,4626,100.000,0,100,100,1,4626,4626,190245,194870,247203
PAMFGBLK_02162-group_248,gnl|Prokka|PFFJFIMK_3,4626,100.000,0,100,100,1,4626,4626,56800,52175,246795
PAMFGBLK_02162-group_248,gnl|Prokka|IGKGCBHE_4,4626,100.000,0,100,100,1,4626,4626,56810,52185,246796
PAMFGBLK_02162-group_248,gnl|Prokka|ALKBCNBD_4,4626,100.000,0,100,100,1,4626,4626,190010,194635,246819
PAMFGBLK_02162-group_248,gnl|Prokka|FDKFMKAM_4,4626,100.000,0,100,100,1,4626,4626,56775,52150,246739
PAMFGBLK_02162-group_248,gnl|Prokka|JBLNDOPL_4,4626,100.000,0,100,100,1,4626,4626,56798,52173,246785
PAMFGBLK_02162-group_248,gnl|Prokka|JBMAABEP_1,4626,100.000,0,100,100,1,4626,4626,56961,52336,1145879
PAMFGBLK_02162-group_248,gnl|Prokka|NBDJAMNM_4,4626,100.000,0,100,100,1,4626,4626,56775,52150,246739
PAMFGBLK_02162-group_248,gnl|Prokka|BGILBILJ_4,4626,100.000,0,100,100,1,4626,4626,56798,52173,246784
PAMFGBLK_02162-group_248,gnl|Prokka|ENLDMPGB_3,4626,100.000,0,100,100,1,4626,4626,56848,52223,246857
PAMFGBLK_02162-group_248,gnl|Prokka|CAECLGKD_4,4626,100.000,0,100,100,1,4626,4626,190037,194662,246883
PAMFGBLK_02162-group_248,gnl|Prokka|KNFBLGLP_4,4626,100.000,0,100,100,1,4626,4626,190037,194662,246883
PAMFGBLK_02162-group_248,gnl|Prokka|ICPMLEOL_4,4626,100.000,0,100,100,1,4626,4626,190037,194662,246883
PAMFGBLK_02162-group_248,gnl|Prokka|NJAODMDG_4,4626,100.000,0,100,100,1,4626,4626,56847,52222,246883
PAMFGBLK_02162-group_248,gnl|Prokka|BNFEAEMC_4,4626,100.000,0,100,100,1,4626,4626,56847,52222,246857
PAMFGBLK_02162-group_248,gnl|Prokka|DEGBELAE_4,4626,100.000,0,100,100,1,4626,4626,189987,194612,246783
PAMFGBLK_02162-group_248,gnl|Prokka|ADHLDDAC_4,4626,100.000,0,100,100,1,4626,4626,56797,52172,246783
PAMFGBLK_02162-group_248,gnl|Prokka|AJOFJPBF_4,4626,100.000,0,100,100,1,4626,4626,190037,194662,246883
PAMFGBLK_02162-group_248,gnl|Prokka|ANAEAEJP_4,4626,100.000,0,100,100,1,4626,4626,190037,194662,246883
PAMFGBLK_02162-group_248,gnl|Prokka|LCHNPGOA_4,4626,100.000,0,100,100,1,4626,4626,56847,52222,246883
PAMFGBLK_02162-group_248,gnl|Prokka|ADIGFNDI_4,4626,100.000,0,100,100,1,4626,4626,190037,194662,246883
PAMFGBLK_02162-group_248,gnl|Prokka|LHOJNAPB_4,4626,100.000,0,100,100,1,4626,4626,190037,194662,246883
PAMFGBLK_02162-group_248,gnl|Prokka|OKMHMAOF_4,4626,100.000,0,100,100,1,4626,4626,190037,194662,246883
PAMFGBLK_02162-group_248,gnl|Prokka|DCMMJPKK_3,4626,100.000,0,100,100,1,4626,4626,190008,194633,247016
PAMFGBLK_02162-group_248,gnl|Prokka|FKMKFJMD_3,4626,100.000,0,100,100,1,4626,4626,190005,194630,246851
PAMFGBLK_02162-group_248,gnl|Prokka|GAPJLKCI_3,4626,100.000,0,100,100,1,4626,4626,190008,194633,246854
PAMFGBLK_02162-group_248,gnl|Prokka|IJPBNCHH_3,4626,100.000,0,100,100,1,4626,4626,190008,194633,246854
PAMFGBLK_02162-group_248,gnl|Prokka|ODIEDKFP_3,4626,100.000,0,100,100,1,4626,4626,56847,52222,246854
PAMFGBLK_02162-group_248,gnl|Prokka|JBHGHDDA_3,4626,100.000,0,100,100,1,4626,4626,190008,194633,246854
PAMFGBLK_02162-group_248,gnl|Prokka|PGOEFHHN_4,4626,100.000,0,100,100,1,4626,4626,56797,52172,246754
PAMFGBLK_02162-group_248,gnl|Prokka|IJNFCOAP_4,4626,100.000,0,100,100,1,4626,4626,56797,52172,246754
PAMFGBLK_02162-group_248,gnl|Prokka|BNLOMIDG_4,4626,100.000,0,100,100,1,4626,4626,189958,194583,246754
PAMFGBLK_02162-group_248,gnl|Prokka|OGBAOGFD_3,4626,100.000,0,100,100,1,4626,4626,56847,52222,246854
PAMFGBLK_02162-group_248,gnl|Prokka|BLPNJNEN_4,4626,100.000,0,100,100,1,4626,4626,190008,194633,246854
PAMFGBLK_02162-group_248,gnl|Prokka|MMANKKFH_4,4626,100.000,0,100,100,1,4626,4626,56797,52172,246754
PAMFGBLK_02162-group_248,gnl|Prokka|FDKDJOJP_3,4626,100.000,0,100,100,1,4626,4626,190008,194633,246854
PAMFGBLK_02162-group_248,gnl|Prokka|HDJLGHHC_3,4626,100.000,0,100,100,1,4626,4626,190008,194633,246854
PAMFGBLK_02162-group_248,gnl|Prokka|MACNENOM_3,4626,100.000,0,100,100,1,4626,4626,190008,194633,246854
PAMFGBLK_02162-group_248,gnl|Prokka|PMKJEPEN_3,4626,100.000,0,100,100,1,4626,4626,189981,194606,246827
PAMFGBLK_02162-group_248,gnl|Prokka|OFJBGCJB_4,4626,100.000,0,100,100,1,4626,4626,56797,52172,246754
PAMFGBLK_02162-group_248,gnl|Prokka|ADDOOIMP_4,4626,100.000,0,100,100,1,4626,4626,189958,194583,246754
PAMFGBLK_02162-group_248,gnl|Prokka|OCOAGFBJ_3,4626,100.000,0,100,100,1,4626,4626,56847,52222,246839
PAMFGBLK_02162-group_248,gnl|Prokka|LNHGJJOK_3,4626,100.000,0,100,100,1,4626,4626,189992,194617,246838
PAMFGBLK_02162-group_248,gnl|Prokka|NHIMBOON_3,4626,100.000,0,100,100,1,4626,4626,190008,194633,246854
PAMFGBLK_02162-group_248,gnl|Prokka|JMOIPNPE_3,4626,100.000,0,100,100,1,4626,4626,56847,52222,246854
PAMFGBLK_02162-group_248,gnl|Prokka|GPPBOHBI_5,4626,100.000,0,100,100,1,4626,4626,56797,52172,246754
PAMFGBLK_02162-group_248,gnl|Prokka|FPAGCJPB_3,4626,100.000,0,100,100,1,4626,4626,56847,52222,246843
PAMFGBLK_02162-group_248,gnl|Prokka|LLHKENLE_4,4626,100.000,0,100,100,1,4626,4626,56847,52222,246838
PAMFGBLK_02162-group_248,gnl|Prokka|OCCDGLKH_3,4626,100.000,0,100,100,1,4626,4626,56847,52222,246854
