,gene,gains,losses,count,dist,subsize
0,rsmI,0,0,45.0,0.0,0.5557239999999999
1,group_3539,0,0,45.0,0.0,0.5557239999999999
2,carB_1,0,0,45.0,0.0,0.5557239999999999
3,group_1628,0,0,45.0,0.0,0.5557239999999999
4,group_1696,0,0,45.0,0.0,0.5557239999999999
5,group_1741,0,0,45.0,0.0,0.5557239999999999
6,yhjX,0,0,45.0,0.0,0.5557239999999999
7,mak,0,0,45.0,0.0,0.5557239999999999
8,pmt,0,0,45.0,0.0,0.5557239999999999
9,por,0,0,45.0,0.0,0.5557239999999999
10,trxA,0,0,45.0,0.0,0.5557239999999999
11,aat,0,0,45.0,0.0,0.5557239999999999
12,group_1878,0,0,45.0,0.0,0.5557239999999999
13,fieF,0,0,45.0,0.0,0.5557239999999999
14,glnA_2,0,0,45.0,0.0,0.5557239999999999
15,gabR,0,0,45.0,0.0,0.5557239999999999
16,gyrB_2,0,0,45.0,0.0,0.5557239999999999
17,group_2041,0,0,45.0,0.0,0.5557239999999999
18,iscS,0,0,45.0,0.0,0.5557239999999999
19,yfeW,0,0,45.0,0.0,0.5557239999999999
20,group_2050,0,0,45.0,0.0,0.5557239999999999
21,group_2088,0,0,45.0,0.0,0.5557239999999999
22,group_2109,0,0,45.0,0.0,0.5557239999999999
23,group_2113,0,0,45.0,0.0,0.5557239999999999
24,uxuA,0,0,45.0,0.0,0.5557239999999999
25,ghrB,0,0,45.0,0.0,0.5557239999999999
26,ftnA,0,0,45.0,0.0,0.5557239999999999
27,nrdD,0,0,45.0,0.0,0.5557239999999999
28,iaaA,0,0,45.0,0.0,0.5557239999999999
29,ligA,0,0,45.0,0.0,0.5557239999999999
30,rph,0,0,45.0,0.0,0.5557239999999999
31,yhfK,0,0,45.0,0.0,0.5557239999999999
32,lepA,0,0,45.0,0.0,0.5557239999999999
33,treP,0,0,45.0,0.0,0.5557239999999999
34,group_2418,0,0,45.0,0.0,0.5557239999999999
35,group_2431,0,0,45.0,0.0,0.5557239999999999
36,pxpA,0,0,45.0,0.0,0.5557239999999999
37,group_2466,0,0,45.0,0.0,0.5557239999999999
38,group_2467,0,0,45.0,0.0,0.5557239999999999
39,group_2479,0,0,45.0,0.0,0.5557239999999999
40,group_2532,0,0,45.0,0.0,0.5557239999999999
41,gbuC,0,0,45.0,0.0,0.5557239999999999
42,secA,0,0,45.0,0.0,0.5557239999999999
43,bioY,0,0,45.0,0.0,0.5557239999999999
44,group_2636,0,0,45.0,0.0,0.5557239999999999
45,group_2705,0,0,45.0,0.0,0.5557239999999999
46,glgC,0,0,45.0,0.0,0.5557239999999999
47,group_2755,0,0,45.0,0.0,0.5557239999999999
48,group_2757,0,0,45.0,0.0,0.5557239999999999
49,group_2770,0,0,45.0,0.0,0.5557239999999999
50,group_2784,0,0,45.0,0.0,0.5557239999999999
51,group_2790,0,0,45.0,0.0,0.5557239999999999
52,fabH,0,0,45.0,0.0,0.5557239999999999
53,fabD,0,0,45.0,0.0,0.5557239999999999
54,group_2804,0,0,45.0,0.0,0.5557239999999999
55,group_2828,0,0,45.0,0.0,0.5557239999999999
56,alaS,0,0,45.0,0.0,0.5557239999999999
57,group_2848,0,0,45.0,0.0,0.5557239999999999
58,ybjI,0,0,45.0,0.0,0.5557239999999999
59,hisN,0,0,45.0,0.0,0.5557239999999999
60,mobA,0,0,45.0,0.0,0.5557239999999999
61,rimJ,0,0,45.0,0.0,0.5557239999999999
62,group_2914,0,0,45.0,0.0,0.5557239999999999
63,group_2929,0,0,45.0,0.0,0.5557239999999999
64,group_2945,0,0,45.0,0.0,0.5557239999999999
65,bshA,0,0,45.0,0.0,0.5557239999999999
66,bchI_1,0,0,45.0,0.0,0.5557239999999999
67,bceA_1,0,0,45.0,0.0,0.5557239999999999
68,fhs,0,0,45.0,0.0,0.5557239999999999
69,rbsK_1,0,0,45.0,0.0,0.5557239999999999
70,degA,0,0,45.0,0.0,0.5557239999999999
71,group_2999,0,0,45.0,0.0,0.5557239999999999
72,group_3003,0,0,45.0,0.0,0.5557239999999999
73,ppgK,0,0,45.0,0.0,0.5557239999999999
74,idi,0,0,45.0,0.0,0.5557239999999999
75,rlmG,0,0,45.0,0.0,0.5557239999999999
76,speE,0,0,45.0,0.0,0.5557239999999999
77,group_3046,0,0,45.0,0.0,0.5557239999999999
78,ribBA,0,0,45.0,0.0,0.5557239999999999
79,group_3071,0,0,45.0,0.0,0.5557239999999999
80,group_3075,0,0,45.0,0.0,0.5557239999999999
81,infC,0,0,45.0,0.0,0.5557239999999999
82,group_3082,0,0,45.0,0.0,0.5557239999999999
83,opuAA,0,0,45.0,0.0,0.5557239999999999
84,group_3129,0,0,45.0,0.0,0.5557239999999999
85,group_3133,0,0,45.0,0.0,0.5557239999999999
86,bioM,0,0,45.0,0.0,0.5557239999999999
87,gluQ,0,0,45.0,0.0,0.5557239999999999
88,rplM,0,0,45.0,0.0,0.5557239999999999
89,group_3228,0,0,45.0,0.0,0.5557239999999999
90,thyA,0,0,45.0,0.0,0.5557239999999999
91,group_3251,0,0,45.0,0.0,0.5557239999999999
92,ohrB,0,0,45.0,0.0,0.5557239999999999
93,dapD,0,0,45.0,0.0,0.5557239999999999
94,group_3271,0,0,45.0,0.0,0.5557239999999999
95,menD,0,0,45.0,0.0,0.5557239999999999
96,group_3326,0,0,45.0,0.0,0.5557239999999999
97,dnaG,0,0,45.0,0.0,0.5557239999999999
98,hrdB,0,0,45.0,0.0,0.5557239999999999
99,group_3330,0,0,45.0,0.0,0.5557239999999999
100,yihR,0,0,45.0,0.0,0.5557239999999999
101,group_3335,0,0,45.0,0.0,0.5557239999999999
102,group_3336,0,0,45.0,0.0,0.5557239999999999
103,mtnN,0,0,45.0,0.0,0.5557239999999999
104,bglF,0,0,45.0,0.0,0.5557239999999999
105,secF,0,0,45.0,0.0,0.5557239999999999
106,aroB,0,0,45.0,0.0,0.5557239999999999
107,prcA,0,0,45.0,0.0,0.5557239999999999
108,rho,0,0,45.0,0.0,0.5557239999999999
109,thrB,0,0,45.0,0.0,0.5557239999999999
110,aroA,0,0,45.0,0.0,0.5557239999999999
111,mog,0,0,45.0,0.0,0.5557239999999999
112,group_3400,0,0,45.0,0.0,0.5557239999999999
113,groL2,0,0,45.0,0.0,0.5557239999999999
114,cobK,0,0,45.0,0.0,0.5557239999999999
115,cobB_1,0,0,45.0,0.0,0.5557239999999999
116,group_3408,0,0,45.0,0.0,0.5557239999999999
117,cbiQ,0,0,45.0,0.0,0.5557239999999999
118,regX3,0,0,45.0,0.0,0.5557239999999999
119,ygfZ,0,0,45.0,0.0,0.5557239999999999
120,group_3438,0,0,45.0,0.0,0.5557239999999999
121,yidA_2,0,0,45.0,0.0,0.5557239999999999
122,group_3441,0,0,45.0,0.0,0.5557239999999999
123,group_3451,0,0,45.0,0.0,0.5557239999999999
124,group_3452,0,0,45.0,0.0,0.5557239999999999
125,msbA_1,0,0,45.0,0.0,0.5557239999999999
126,group_3455,0,0,45.0,0.0,0.5557239999999999
127,group_3456,0,0,45.0,0.0,0.5557239999999999
128,gph_1,0,0,45.0,0.0,0.5557239999999999
129,pagL,0,0,45.0,0.0,0.5557239999999999
130,group_3466,0,0,45.0,0.0,0.5557239999999999
131,group_3467,0,0,45.0,0.0,0.5557239999999999
132,manA_1,0,0,45.0,0.0,0.5557239999999999
133,lysN,0,0,45.0,0.0,0.5557239999999999
134,glpA,0,0,45.0,0.0,0.5557239999999999
135,group_3500,0,0,45.0,0.0,0.5557239999999999
136,group_3501,0,0,45.0,0.0,0.5557239999999999
137,vapC,0,0,45.0,0.0,0.5557239999999999
138,tcrX,0,0,45.0,0.0,0.5557239999999999
139,dnaK_2,0,0,45.0,0.0,0.5557239999999999
140,group_3529,0,0,45.0,0.0,0.5557239999999999
141,lutR,0,0,45.0,0.0,0.5557239999999999
142,purD,0,0,45.0,0.0,0.5557239999999999
143,group_3547,0,0,45.0,0.0,0.5557239999999999
144,malQ,0,0,45.0,0.0,0.5557239999999999
145,birA,0,0,45.0,0.0,0.5557239999999999
146,group_3558,0,0,45.0,0.0,0.5557239999999999
147,group_3562,0,0,45.0,0.0,0.5557239999999999
148,metQ,0,0,45.0,0.0,0.5557239999999999
149,acpS,0,0,45.0,0.0,0.5557239999999999
150,glmS,0,0,45.0,0.0,0.5557239999999999
151,glmM,0,0,45.0,0.0,0.5557239999999999
152,bioF,0,0,45.0,0.0,0.5557239999999999
153,gltA2_1,0,0,45.0,0.0,0.5557239999999999
154,rsmD,0,0,45.0,0.0,0.5557239999999999
155,group_3582,0,0,45.0,0.0,0.5557239999999999
156,dapB,0,0,45.0,0.0,0.5557239999999999
157,yfcA,0,0,45.0,0.0,0.5557239999999999
158,menF_2,0,0,45.0,0.0,0.5557239999999999
159,group_3622,0,0,45.0,0.0,0.5557239999999999
160,lysX,0,0,45.0,0.0,0.5557239999999999
161,group_3637,0,0,45.0,0.0,0.5557239999999999
162,spoIIIE,0,0,45.0,0.0,0.5557239999999999
163,rplJ,0,0,45.0,0.0,0.5557239999999999
164,nuoC_1,0,0,45.0,0.0,0.5557239999999999
165,nhaP2_2,0,0,45.0,0.0,0.5557239999999999
166,group_3681,0,0,45.0,0.0,0.5557239999999999
167,group_3704,0,0,45.0,0.0,0.5557239999999999
168,mshA,0,0,45.0,0.0,0.5557239999999999
169,group_3749,0,0,45.0,0.0,0.5557239999999999
170,rnhB,0,0,45.0,0.0,0.5557239999999999
171,ftsH,0,0,45.0,0.0,0.5557239999999999
172,group_3848,0,0,45.0,0.0,0.5557239999999999
173,gpt,0,0,45.0,0.0,0.5557239999999999
174,group_3857,0,0,45.0,0.0,0.5557239999999999
175,tatB,0,0,45.0,0.0,0.5557239999999999
176,group_3863,0,0,45.0,0.0,0.5557239999999999
177,group_3864,0,0,45.0,0.0,0.5557239999999999
178,map_1,0,0,45.0,0.0,0.5557239999999999
179,glnA_1,0,0,45.0,0.0,0.5557239999999999
180,group_3871,0,0,45.0,0.0,0.5557239999999999
181,group_3879,0,0,45.0,0.0,0.5557239999999999
182,group_3882,0,0,45.0,0.0,0.5557239999999999
183,group_3889,0,0,45.0,0.0,0.5557239999999999
184,rsmH,0,0,45.0,0.0,0.5557239999999999
185,murF,0,0,45.0,0.0,0.5557239999999999
186,mraY,0,0,45.0,0.0,0.5557239999999999
187,group_3896,0,0,45.0,0.0,0.5557239999999999
188,group_3898,0,0,45.0,0.0,0.5557239999999999
189,pgk,0,0,45.0,0.0,0.5557239999999999
190,era,0,0,45.0,0.0,0.5557239999999999
191,group_3926,0,0,45.0,0.0,0.5557239999999999
192,PROSC,0,0,45.0,0.0,0.5557239999999999
193,pyrK,0,0,45.0,0.0,0.5557239999999999
194,pyrDB,0,0,45.0,0.0,0.5557239999999999
195,pgsA,0,0,45.0,0.0,0.5557239999999999
196,rny,0,0,45.0,0.0,0.5557239999999999
197,miaB,0,0,45.0,0.0,0.5557239999999999
198,group_3945,0,0,45.0,0.0,0.5557239999999999
199,group_3946,0,0,45.0,0.0,0.5557239999999999
200,group_3948,0,0,45.0,0.0,0.5557239999999999
201,pgm,0,0,45.0,0.0,0.5557239999999999
202,hisA,0,0,45.0,0.0,0.5557239999999999
203,coaBC,0,0,45.0,0.0,0.5557239999999999
204,fmt,0,0,45.0,0.0,0.5557239999999999
205,group_3976,0,0,45.0,0.0,0.5557239999999999
206,serA,0,0,45.0,0.0,0.5557239999999999
207,oppD_1,0,0,45.0,0.0,0.5557239999999999
208,eno,0,0,45.0,0.0,0.5557239999999999
209,group_4003,0,0,45.0,0.0,0.5557239999999999
210,group_4004,0,0,45.0,0.0,0.5557239999999999
211,moeA1,0,0,45.0,0.0,0.5557239999999999
212,group_4010,0,0,45.0,0.0,0.5557239999999999
213,cobT_2,0,0,45.0,0.0,0.5557239999999999
214,cysG_1,0,0,45.0,0.0,0.5557239999999999
215,cbiO,0,0,45.0,0.0,0.5557239999999999
216,fpuD,0,0,45.0,0.0,0.5557239999999999
217,cobQ,0,0,45.0,0.0,0.5557239999999999
218,opuCD,0,0,45.0,0.0,0.5557239999999999
219,kbl,0,0,45.0,0.0,0.5557239999999999
220,pstC2,0,0,45.0,0.0,0.5557239999999999
221,pstA1,0,0,45.0,0.0,0.5557239999999999
222,pstB1,0,0,45.0,0.0,0.5557239999999999
223,resA_1,0,0,45.0,0.0,0.5557239999999999
224,liaR_1,0,0,45.0,0.0,0.5557239999999999
225,group_4041,0,0,45.0,0.0,0.5557239999999999
226,folK,0,0,45.0,0.0,0.5557239999999999
227,group_4045,0,0,45.0,0.0,0.5557239999999999
228,nudL,0,0,45.0,0.0,0.5557239999999999
229,group_4048,0,0,45.0,0.0,0.5557239999999999
230,lutC,0,0,45.0,0.0,0.5557239999999999
231,lutB,0,0,45.0,0.0,0.5557239999999999
232,rsxB,0,0,45.0,0.0,0.5557239999999999
233,lacC,0,0,45.0,0.0,0.5557239999999999
234,group_4067,0,0,45.0,0.0,0.5557239999999999
235,ydfJ,0,0,45.0,0.0,0.5557239999999999
236,galE,0,0,45.0,0.0,0.5557239999999999
237,lacF_2,0,0,45.0,0.0,0.5557239999999999
238,group_4071,0,0,45.0,0.0,0.5557239999999999
239,group_4087,0,0,45.0,0.0,0.5557239999999999
240,serS,0,0,45.0,0.0,0.5557239999999999
241,group_4111,0,0,45.0,0.0,0.5557239999999999
242,group_4113,0,0,45.0,0.0,0.5557239999999999
243,mftC,0,0,45.0,0.0,0.5557239999999999
244,group_4130,0,0,45.0,0.0,0.5557239999999999
245,dnaJ1,0,0,45.0,0.0,0.5557239999999999
246,group_4134,0,0,45.0,0.0,0.5557239999999999
247,typA,0,0,45.0,0.0,0.5557239999999999
248,dhfrIII,0,0,45.0,0.0,0.5557239999999999
249,murI,0,0,45.0,0.0,0.5557239999999999
250,group_4149,0,0,45.0,0.0,0.5557239999999999
251,punA,0,0,45.0,0.0,0.5557239999999999
252,rnhA,0,0,45.0,0.0,0.5557239999999999
253,cdd,0,0,45.0,0.0,0.5557239999999999
254,mdh,0,0,45.0,0.0,0.5557239999999999
255,ribE,0,0,45.0,0.0,0.5557239999999999
256,group_4164,0,0,45.0,0.0,0.5557239999999999
257,deaD,0,0,45.0,0.0,0.5557239999999999
258,mgtA,0,0,45.0,0.0,0.5557239999999999
259,map_2,0,0,45.0,0.0,0.5557239999999999
260,group_4175,0,0,45.0,0.0,0.5557239999999999
261,group_4176,0,0,45.0,0.0,0.5557239999999999
262,truB,0,0,45.0,0.0,0.5557239999999999
263,group_4189,0,0,45.0,0.0,0.5557239999999999
264,proS,0,0,45.0,0.0,0.5557239999999999
265,rlmB,0,0,45.0,0.0,0.5557239999999999
266,group_4200,0,0,45.0,0.0,0.5557239999999999
267,sufC,0,0,45.0,0.0,0.5557239999999999
268,nuoC_2,0,0,45.0,0.0,0.5557239999999999
269,dhaM,0,0,45.0,0.0,0.5557239999999999
270,hdpA,0,0,45.0,0.0,0.5557239999999999
271,purM,0,0,45.0,0.0,0.5557239999999999
272,group_4216,0,0,45.0,0.0,0.5557239999999999
273,pyrG,0,0,45.0,0.0,0.5557239999999999
274,pafC,0,0,45.0,0.0,0.5557239999999999
275,group_4267,0,0,45.0,0.0,0.5557239999999999
276,group_4272,0,0,45.0,0.0,0.5557239999999999
277,group_4327,0,0,45.0,0.0,0.5557239999999999
278,group_4338,0,0,45.0,0.0,0.5557239999999999
279,amaB,0,0,45.0,0.0,0.5557239999999999
280,group_4343,0,0,45.0,0.0,0.5557239999999999
281,argG,0,0,45.0,0.0,0.5557239999999999
282,purL,0,0,45.0,0.0,0.5557239999999999
283,manP_1,0,0,45.0,0.0,0.5557239999999999
284,group_4440,0,0,45.0,0.0,0.5557239999999999
285,tpx,0,0,45.0,0.0,0.5557239999999999
286,dapL,0,0,45.0,0.0,0.5557239999999999
287,group_4450,0,0,45.0,0.0,0.5557239999999999
288,hmuU_4,0,0,45.0,0.0,0.5557239999999999
289,fepC_2,0,0,45.0,0.0,0.5557239999999999
290,lipA,0,0,45.0,0.0,0.5557239999999999
291,group_4462,0,0,45.0,0.0,0.5557239999999999
292,ftsL,0,0,45.0,0.0,0.5557239999999999
293,murC,0,0,45.0,0.0,0.5557239999999999
294,ftsQ,0,0,45.0,0.0,0.5557239999999999
295,lspA,0,0,45.0,0.0,0.5557239999999999
296,ulaD,0,0,45.0,0.0,0.5557239999999999
297,menC,0,0,45.0,0.0,0.5557239999999999
298,dnaJ2,0,0,45.0,0.0,0.5557239999999999
299,bioD,0,0,45.0,0.0,0.5557239999999999
300,group_4490,0,0,45.0,0.0,0.5557239999999999
301,kasA,0,0,45.0,0.0,0.5557239999999999
302,sigA,0,0,45.0,0.0,0.5557239999999999
303,group_4507,0,0,45.0,0.0,0.5557239999999999
304,yciO,0,0,45.0,0.0,0.5557239999999999
305,gatB_2,0,0,45.0,0.0,0.5557239999999999
306,group_4518,0,0,45.0,0.0,0.5557239999999999
307,group_4524,0,0,45.0,0.0,0.5557239999999999
308,group_4527,0,0,45.0,0.0,0.5557239999999999
309,metK,0,0,45.0,0.0,0.5557239999999999
310,atpG,0,0,45.0,0.0,0.5557239999999999
311,wecA,0,0,45.0,0.0,0.5557239999999999
312,tsaC,0,0,45.0,0.0,0.5557239999999999
313,gsiC,0,0,45.0,0.0,0.5557239999999999
314,group_4545,0,0,45.0,0.0,0.5557239999999999
315,group_4547,0,0,45.0,0.0,0.5557239999999999
316,ispE,0,0,45.0,0.0,0.5557239999999999
317,cysG_2,0,0,45.0,0.0,0.5557239999999999
318,gpmA,0,0,45.0,0.0,0.5557239999999999
319,ccsA,0,0,45.0,0.0,0.5557239999999999
320,hemL,0,0,45.0,0.0,0.5557239999999999
321,ppa,0,0,45.0,0.0,0.5557239999999999
322,aofH,0,0,45.0,0.0,0.5557239999999999
323,group_4596,0,0,45.0,0.0,0.5557239999999999
324,tmk,0,0,45.0,0.0,0.5557239999999999
325,group_4599,0,0,45.0,0.0,0.5557239999999999
326,potE,0,0,45.0,0.0,0.5557239999999999
327,group_4606,0,0,45.0,0.0,0.5557239999999999
328,kdpA,0,0,45.0,0.0,0.5557239999999999
329,group_4625,0,0,45.0,0.0,0.5557239999999999
330,gyrB_1,0,0,45.0,0.0,0.5557239999999999
331,glpR_2,0,0,45.0,0.0,0.5557239999999999
332,yutF,0,0,45.0,0.0,0.5557239999999999
333,glpC,0,0,45.0,0.0,0.5557239999999999
334,group_4657,0,0,45.0,0.0,0.5557239999999999
335,group_4660,0,0,45.0,0.0,0.5557239999999999
336,group_4661,0,0,45.0,0.0,0.5557239999999999
337,manP_2,0,0,45.0,0.0,0.5557239999999999
338,fixB,0,0,45.0,0.0,0.5557239999999999
339,yfkM,0,0,45.0,0.0,0.5557239999999999
340,nrdG,0,0,45.0,0.0,0.5557239999999999
341,nrdA,0,0,45.0,0.0,0.5557239999999999
342,bkdA,0,0,45.0,0.0,0.5557239999999999
343,dedA,0,0,45.0,0.0,0.5557239999999999
344,group_4688,0,0,45.0,0.0,0.5557239999999999
345,nanE_2,0,0,45.0,0.0,0.5557239999999999
346,purA,0,0,45.0,0.0,0.5557239999999999
347,purB,0,0,45.0,0.0,0.5557239999999999
348,group_4697,0,0,45.0,0.0,0.5557239999999999
349,group_4700,0,0,45.0,0.0,0.5557239999999999
350,group_4702,0,0,45.0,0.0,0.5557239999999999
351,corA,0,0,45.0,0.0,0.5557239999999999
352,group_4705,0,0,45.0,0.0,0.5557239999999999
353,group_4706,0,0,45.0,0.0,0.5557239999999999
354,ribH,0,0,45.0,0.0,0.5557239999999999
355,metP,0,0,45.0,0.0,0.5557239999999999
356,tsaD,0,0,45.0,0.0,0.5557239999999999
357,group_4719,0,0,45.0,0.0,0.5557239999999999
358,infA,0,0,45.0,0.0,0.5557239999999999
359,pheT,0,0,45.0,0.0,0.5557239999999999
360,ribM,0,0,45.0,0.0,0.5557239999999999
361,frdA,0,0,45.0,0.0,0.5557239999999999
362,group_4736,0,0,45.0,0.0,0.5557239999999999
363,def,0,0,45.0,0.0,0.5557239999999999
364,inhA,0,0,45.0,0.0,0.5557239999999999
365,clpP1,0,0,45.0,0.0,0.5557239999999999
366,nuoN,0,0,45.0,0.0,0.5557239999999999
367,nuoF,0,0,45.0,0.0,0.5557239999999999
368,nuoE,0,0,45.0,0.0,0.5557239999999999
369,dhaL,0,0,45.0,0.0,0.5557239999999999
370,group_4768,0,0,45.0,0.0,0.5557239999999999
371,group_4769,0,0,45.0,0.0,0.5557239999999999
372,dapE_2,0,0,45.0,0.0,0.5557239999999999
373,group_4778,0,0,45.0,0.0,0.5557239999999999
374,ppnK,0,0,45.0,0.0,0.5557239999999999
375,group_4780,0,0,45.0,0.0,0.5557239999999999
376,group_4781,0,0,45.0,0.0,0.5557239999999999
377,hit,0,0,45.0,0.0,0.5557239999999999
378,ilvE,0,0,45.0,0.0,0.5557239999999999
379,group_4786,0,0,45.0,0.0,0.5557239999999999
380,group_4827,0,0,45.0,0.0,0.5557239999999999
381,group_4828,0,0,45.0,0.0,0.5557239999999999
382,group_4856,0,0,45.0,0.0,0.5557239999999999
383,group_5006,0,0,45.0,0.0,0.5557239999999999
384,group_5025,0,0,45.0,0.0,0.5557239999999999
385,glyQS,0,0,45.0,0.0,0.5557239999999999
386,kgd,0,0,45.0,0.0,0.5557239999999999
387,group_5240,0,0,45.0,0.0,0.5557239999999999
388,group_5246,0,0,45.0,0.0,0.5557239999999999
389,fdxA,0,0,45.0,0.0,0.5557239999999999
390,group_5253,0,0,45.0,0.0,0.5557239999999999
391,group_5257,0,0,45.0,0.0,0.5557239999999999
392,group_5263,0,0,45.0,0.0,0.5557239999999999
393,mraZ,0,0,45.0,0.0,0.5557239999999999
394,murE,0,0,45.0,0.0,0.5557239999999999
395,murG,0,0,45.0,0.0,0.5557239999999999
396,tpiA,0,0,45.0,0.0,0.5557239999999999
397,rbpA_2,0,0,45.0,0.0,0.5557239999999999
398,rplU,0,0,45.0,0.0,0.5557239999999999
399,group_5275,0,0,45.0,0.0,0.5557239999999999
400,kdgK_2,0,0,45.0,0.0,0.5557239999999999
401,group_5289,0,0,45.0,0.0,0.5557239999999999
402,group_5290,0,0,45.0,0.0,0.5557239999999999
403,group_5291,0,0,45.0,0.0,0.5557239999999999
404,lnrK,0,0,45.0,0.0,0.5557239999999999
405,group_5297,0,0,45.0,0.0,0.5557239999999999
406,pdxS,0,0,45.0,0.0,0.5557239999999999
407,group_5299,0,0,45.0,0.0,0.5557239999999999
408,acpP,0,0,45.0,0.0,0.5557239999999999
409,carA,0,0,45.0,0.0,0.5557239999999999
410,pyrF,0,0,45.0,0.0,0.5557239999999999
411,pyrE,0,0,45.0,0.0,0.5557239999999999
412,group_5307,0,0,45.0,0.0,0.5557239999999999
413,recA,0,0,45.0,0.0,0.5557239999999999
414,group_5314,0,0,45.0,0.0,0.5557239999999999
415,murR,0,0,45.0,0.0,0.5557239999999999
416,cmk,0,0,45.0,0.0,0.5557239999999999
417,rplY,0,0,45.0,0.0,0.5557239999999999
418,tatD,0,0,45.0,0.0,0.5557239999999999
419,moaE2,0,0,45.0,0.0,0.5557239999999999
420,moaC2,0,0,45.0,0.0,0.5557239999999999
421,nagA,0,0,45.0,0.0,0.5557239999999999
422,nagB,0,0,45.0,0.0,0.5557239999999999
423,group_5342,0,0,45.0,0.0,0.5557239999999999
424,group_5349,0,0,45.0,0.0,0.5557239999999999
425,gatA_2,0,0,45.0,0.0,0.5557239999999999
426,group_5358,0,0,45.0,0.0,0.5557239999999999
427,group_5360,0,0,45.0,0.0,0.5557239999999999
428,folB,0,0,45.0,0.0,0.5557239999999999
429,tilS,0,0,45.0,0.0,0.5557239999999999
430,crgA,0,0,45.0,0.0,0.5557239999999999
431,kdpE,0,0,45.0,0.0,0.5557239999999999
432,group_5384,0,0,45.0,0.0,0.5557239999999999
433,araQ_2,0,0,45.0,0.0,0.5557239999999999
434,rpsF,0,0,45.0,0.0,0.5557239999999999
435,group_5406,0,0,45.0,0.0,0.5557239999999999
436,nrdB,0,0,45.0,0.0,0.5557239999999999
437,group_5412,0,0,45.0,0.0,0.5557239999999999
438,group_5421,0,0,45.0,0.0,0.5557239999999999
439,group_5424,0,0,45.0,0.0,0.5557239999999999
440,whiB,0,0,45.0,0.0,0.5557239999999999
441,group_5428,0,0,45.0,0.0,0.5557239999999999
442,group_5429,0,0,45.0,0.0,0.5557239999999999
443,rpsI,0,0,45.0,0.0,0.5557239999999999
444,rpsD,0,0,45.0,0.0,0.5557239999999999
445,rpsQ,0,0,45.0,0.0,0.5557239999999999
446,group_5440,0,0,45.0,0.0,0.5557239999999999
447,gltX,0,0,45.0,0.0,0.5557239999999999
448,tuf,0,0,45.0,0.0,0.5557239999999999
449,argR_2,0,0,45.0,0.0,0.5557239999999999
450,yajO,0,0,45.0,0.0,0.5557239999999999
451,group_5456,0,0,45.0,0.0,0.5557239999999999
452,nusA,0,0,45.0,0.0,0.5557239999999999
453,mshD,0,0,45.0,0.0,0.5557239999999999
454,frr,0,0,45.0,0.0,0.5557239999999999
455,group_5468,0,0,45.0,0.0,0.5557239999999999
456,hepT,0,0,45.0,0.0,0.5557239999999999
457,nuoH,0,0,45.0,0.0,0.5557239999999999
458,nuoD,0,0,45.0,0.0,0.5557239999999999
459,group_5482,0,0,45.0,0.0,0.5557239999999999
460,trpS2,0,0,45.0,0.0,0.5557239999999999
461,group_5490,0,0,45.0,0.0,0.5557239999999999
462,tatC,0,0,45.0,0.0,0.5557239999999999
463,group_5492,0,0,45.0,0.0,0.5557239999999999
464,smpB,0,0,45.0,0.0,0.5557239999999999
465,rplA,0,0,45.0,0.0,0.5557239999999999
466,group_5502,0,0,45.0,0.0,0.5557239999999999
467,thiM,0,0,45.0,0.0,0.5557239999999999
468,nuoI,0,0,45.0,0.0,0.5557239999999999
469,rplE,0,0,45.0,0.0,0.5557239999999999
470,group_5713,0,0,45.0,0.0,0.5557239999999999
471,actIII,0,0,45.0,0.0,0.5557239999999999
472,greA,0,0,45.0,0.0,0.5557239999999999
473,group_6617,0,0,45.0,0.0,0.5557239999999999
474,group_6621,0,0,45.0,0.0,0.5557239999999999
475,group_6623,0,0,45.0,0.0,0.5557239999999999
476,pdtaR,0,0,45.0,0.0,0.5557239999999999
477,group_6625,0,0,45.0,0.0,0.5557239999999999
478,rpmA,0,0,45.0,0.0,0.5557239999999999
479,ybeY,0,0,45.0,0.0,0.5557239999999999
480,group_6634,0,0,45.0,0.0,0.5557239999999999
481,group_6635,0,0,45.0,0.0,0.5557239999999999
482,group_6637,0,0,45.0,0.0,0.5557239999999999
483,group_6638,0,0,45.0,0.0,0.5557239999999999
484,group_6640,0,0,45.0,0.0,0.5557239999999999
485,group_6642,0,0,45.0,0.0,0.5557239999999999
486,atpH_2,0,0,45.0,0.0,0.5557239999999999
487,rpmE,0,0,45.0,0.0,0.5557239999999999
488,whiB1,0,0,45.0,0.0,0.5557239999999999
489,prs,0,0,45.0,0.0,0.5557239999999999
490,trxC,0,0,45.0,0.0,0.5557239999999999
491,dtxR,0,0,45.0,0.0,0.5557239999999999
492,feuC,0,0,45.0,0.0,0.5557239999999999
493,ptsH_1,0,0,45.0,0.0,0.5557239999999999
494,pxpC,0,0,45.0,0.0,0.5557239999999999
495,hpt,0,0,45.0,0.0,0.5557239999999999
496,recR,0,0,45.0,0.0,0.5557239999999999
497,gabP,0,0,45.0,0.0,0.5557239999999999
498,group_6706,0,0,45.0,0.0,0.5557239999999999
499,group_6710,0,0,45.0,0.0,0.5557239999999999
500,dps,0,0,45.0,0.0,0.5557239999999999
501,group_6718,0,0,45.0,0.0,0.5557239999999999
502,grpE,0,0,45.0,0.0,0.5557239999999999
503,nreC_2,0,0,45.0,0.0,0.5557239999999999
504,groL1,0,0,45.0,0.0,0.5557239999999999
