Unique_No,Unique_ID,Sample_No,Sample_Well,Sample_Plate,Bio_Replicate,Tech_Replicate,Phage,Growth Rate,Time to Max Growth,Saturation OD,Rsq,AUC
330,Plate 4 Well D7,43,D7,A,1,2,1,0.080281843,8.666666667,0.315996002,0.999919346,44.14016667
331,Plate 4 Well D8,44,D8,A,1,2,1,0,0,0.101006788,0,24.1558
332,Plate 4 Well D9,45,D9,A,1,2,1,0.084486319,4.666666667,0.630991862,0.999203882,99.3638
333,Plate 4 Well D10,46,D10,A,1,2,1,0.094377591,16.66666667,0.616445252,0.999537874,85.44523333
334,Plate 4 Well D11,47,D11,A,1,2,1,0.050897271,13.66666667,0.795183862,0.990772763,98.02883333
335,Plate 4 Well D12,48,D12,A,1,2,1,0.072983197,4.666666667,1.080999014,0.99799829,106.2571667
336,Plate 4 Well E1,49,E1,A,1,2,1,0.066240244,5.666666667,0.946932244,0.999811248,87.432
337,Plate 4 Well E2,50,E2,A,1,2,1,0.126419945,28.33416667,0.687888695,0.999917991,75.9357
338,Plate 4 Well E3,51,E3,A,1,2,1,0.083046655,18.33333333,0.805271237,0.999900168,113.7456
339,Plate 4 Well E4,52,E4,A,1,2,1,0.074604341,15.33333333,0.345329532,0.999928962,68.617
340,Plate 4 Well E5,53,E5,A,1,2,1,0.068551089,9.666666667,0.168330303,0.999796539,36.31073333
341,Plate 4 Well E6,54,E6,A,1,2,1,0.085521798,5,0.957998818,0.999707778,142.8058
342,Plate 4 Well E7,55,E7,A,1,2,1,0,0,0.111853578,0,24.33363333
343,Plate 4 Well E8,56,E8,A,1,2,1,0,0,0.053407284,0,20.69013333
344,Plate 4 Well E9,57,E9,A,1,2,1,0.080568945,7.333333333,0.257261617,0.999837901,47.35126667
345,Plate 4 Well E10,58,E10,A,1,2,1,0,0,0.039714465,0,20.0481
346,Plate 4 Well E11,59,E11,A,1,2,1,0.125333074,30.33416667,0.797717202,0.999891148,57.22113333
347,Plate 4 Well E12,60,E12,A,1,2,1,0.0801734,4.666666667,0.830198458,0.998786474,120.4418
348,Plate 4 Well F1,61,F1,A,1,2,1,0,0,0.085699593,0,24.11643333
349,Plate 4 Well F2,62,F2,A,1,2,1,0.118566389,19.66666667,0.542978616,0.999889336,75.86
350,Plate 4 Well F3,63,F3,A,1,2,1,0,0,0.063376563,0,21.2195
351,Plate 4 Well F4,64,F4,A,1,2,1,0.103640628,4.666666667,0.910532684,0.9978219,115.4997333
352,Plate 4 Well F5,65,F5,A,1,2,1,0.062528136,7,0.757666344,0.999462489,83.25236667
353,Plate 4 Well F6,66,F6,A,1,2,1,0,0,0.088103077,0,23.287
354,Plate 4 Well F7,67,F7,A,1,2,1,0,0,0.014140851,0,19.40496667
355,Plate 4 Well F8,68,F8,A,1,2,1,0.06277076,5,0.086459776,0.994098169,23.14333333
356,Plate 4 Well F9,69,F9,A,1,2,1,0,0,0.072275419,0,21.34233333
357,Plate 4 Well F10,70,F10,A,1,2,1,0.117404954,119.6697222,0.360836219,0.99992259,21.7065
358,Plate 4 Well F11,71,F11,A,1,2,1,0,0,0.067297826,0,21.7829
359,Plate 4 Well F12,72,F12,A,1,2,1,0,0,0.01562083,0,19.6265
360,Plate 4 Well G1,73,G1,A,1,2,1,0,0,0.047793304,0,20.39086667
361,Plate 4 Well G2,74,G2,A,1,2,1,0,0,0.084324098,0,22.21146667
362,Plate 4 Well G3,75,G3,A,1,2,1,0.087938689,23.66666667,0.667527361,0.999988766,82.4577
363,Plate 4 Well G4,76,G4,A,1,2,1,0,0,0.055561029,0,21.0815
364,Plate 4 Well G5,77,G5,A,1,2,1,0.091955859,6,0.826856406,0.999852993,124.6279
365,Plate 4 Well G6,78,G6,A,1,2,1,0.100439154,108.6688889,0.504448288,0.998920298,21.84116667
366,Plate 4 Well G7,79,G7,A,1,2,1,0.076142606,4.666666667,0.095724167,0.995781984,23.3263
367,Plate 4 Well G8,80,G8,A,1,2,1,0.056952649,121.3366667,0.176445318,0.99954115,21.0903
368,Plate 4 Well G9,81,G9,A,1,2,1,0,0,0.063523492,0,21.72096667
369,Plate 4 Well G10,82,G10,A,1,2,1,0,0,0.05640585,0,22.10296667
370,Plate 4 Well G11,83,G11,A,1,2,1,0.093841627,26.33416667,0.57543987,0.999922476,82.79426667
371,Plate 4 Well G12,84,G12,A,1,2,1,0.141257513,32.6675,0.925190103,0.999680151,57.18856667
372,Plate 4 Well H1,85,H1,A,1,2,1,-0.191212193,11.33333333,0.095742235,-0.99017926,22.87533333
373,Plate 4 Well H2,86,H2,A,1,2,1,0,0,0.062100617,0,21.2103
374,Plate 4 Well H3,87,H3,A,1,2,1,-0.187490471,11.33333333,0.118517594,-0.990223391,24.0454
375,Plate 4 Well H4,88,H4,A,1,2,1,0,0,0.051900104,0,20.82226667
376,Plate 4 Well H5,89,H5,A,1,2,1,0.066459713,131.0033333,0.116799289,0.994183065,23.312
377,Plate 4 Well H6,90,H6,A,1,2,1,0,0,0.079275565,0,21.87696667
378,Plate 4 Well H7,91,H7,A,1,2,1,0,0,0.086600196,0,23.21853333
379,Plate 4 Well H8,92,H8,A,1,2,1,0,0,0.071697105,0,21.65993333
380,Plate 4 Well H9,93,H9,A,1,2,1,0,0,0.048467767,0,21.278
381,Plate 4 Well H10,94,H10,A,1,2,1,0,0,0.062906643,0,21.08033333
382,Plate 4 Well H11,95,H11,A,1,2,1,0,0,0.091349403,0,23.46126667
383,Plate 4 Well H12,96,H12,A,1,2,1,0.096078459,17.66666667,0.999086972,0.999882802,102.2376667
384,Plate 5 Well A1,1,A1,A,2,1,0,0.074841846,6.333333333,0.283729925,0.991108273,57.81896667
385,Plate 5 Well A2,2,A2,A,2,1,0,0.116775956,12.33333333,0.744265729,0.999885439,100.0249333
386,Plate 5 Well A3,3,A3,A,2,1,0,0.101649017,7.666666667,0.234990373,0.999613602,41.633
387,Plate 5 Well A4,4,A4,A,2,1,0,0.10805933,17.66666667,0.788353511,0.999739504,109.7741667
388,Plate 5 Well A5,5,A5,A,2,1,0,0.101140562,12.33333333,0.691199499,0.999930115,99.3965
389,Plate 5 Well A6,6,A6,A,2,1,0,0.108709111,4.666666667,1.149399257,0.997417068,139.8645
390,Plate 5 Well A7,7,A7,A,2,1,0,0.107879908,8.333333333,1.012066438,0.999667867,103.5375333
391,Plate 5 Well A8,8,A8,A,2,1,0,0.102876499,16,0.853063504,0.999829431,113.6205667
392,Plate 5 Well A9,9,A9,A,2,1,0,0.119511498,4.666666667,0.297798166,0.99652682,61.23543333
393,Plate 5 Well A10,10,A10,A,2,1,0,0.11978716,4.666666667,0.66999821,0.999485012,124.6886333
394,Plate 5 Well A11,11,A11,A,2,1,0,0.099181386,4.666666667,0.696264419,0.999951754,113.0204667
395,Plate 5 Well A12,12,A12,A,2,1,0,0.127271913,20,0.807528223,0.999945502,72.4114
396,Plate 5 Well B1,13,B1,A,2,1,0,0.084033683,16.66666667,0.131194326,0.999413081,36.7254
397,Plate 5 Well B2,14,B2,A,2,1,0,0.130252614,12.33333333,0.274863554,0.998900507,51.08243333
398,Plate 5 Well B3,15,B3,A,2,1,0,0.088099544,17.66666667,1.023729134,0.999570618,142.7190333
399,Plate 5 Well B4,16,B4,A,2,1,0,0.093453915,30.33444444,1.145799465,0.999820895,96.58923333
400,Plate 5 Well B5,17,B5,A,2,1,0,0.072481798,24.66694444,0.904265969,0.999971401,112.1205
401,Plate 5 Well B6,18,B6,A,2,1,0,-0.00141686,84.33611111,0.25612817,-0.990327771,47.51436667
402,Plate 5 Well B7,19,B7,A,2,1,0,0.062875205,23.00027778,0.9959327,0.999935,114.0647667
403,Plate 5 Well B8,20,B8,A,2,1,0,0.109360414,4.666666667,0.295064529,0.992945349,61.77683333
404,Plate 5 Well B9,21,B9,A,2,1,0,0.124767207,4.666666667,0.250328895,0.993660416,45.9558
405,Plate 5 Well B10,22,B10,A,2,1,0,0.096700413,40.33472222,0.93867273,0.998285866,63.64276667
406,Plate 5 Well B11,23,B11,A,2,1,0,0.054525685,17,0.800932962,0.999939195,64.26576667
407,Plate 5 Well B12,24,B12,A,2,1,0,0.144581939,13.66666667,0.216064671,0.998994111,46.66286667
408,Plate 5 Well C1,25,C1,A,2,1,0,0.126481304,13.33333333,0.519392968,0.999195021,54.5383
409,Plate 5 Well C2,26,C2,A,2,1,0,0.09290735,22.66694444,0.961998544,0.999929602,104.7095667
410,Plate 5 Well C3,27,C3,A,2,1,0,0.058732412,22.00027778,0.743799354,0.999833608,55.9299
411,Plate 5 Well C4,28,C4,A,2,1,0,0.23924687,55.00138889,0.71790495,0.993600876,64.85
412,Plate 5 Well C5,29,C5,A,2,1,0,0.109899734,14.33333333,0.78492888,0.999412825,100.0120667
413,Plate 5 Well C6,30,C6,A,2,1,0,0.073203555,42.66805556,0.969863926,0.999947461,67.6421
414,Plate 5 Well C7,31,C7,A,2,1,0,0.107205099,4.666666667,0.297665174,0.992096376,67.02546667
415,Plate 5 Well C8,32,C8,A,2,1,0,0.110722954,23.33361111,0.628846969,0.99973592,87.59223333
416,Plate 5 Well C9,33,C9,A,2,1,0,0.081491731,6.333333333,0.246791832,0.99049064,57.32656667
417,Plate 5 Well C10,34,C10,A,2,1,0,0.11051337,4.666666667,0.950999088,0.999900381,147.362
418,Plate 5 Well C11,35,C11,A,2,1,0,0.10418081,9.333333333,1.026242644,0.99996042,128.0138333
419,Plate 5 Well C12,36,C12,A,2,1,0,0.113437883,11,0.122197714,0.99995076,36.08163333
420,Plate 5 Well D1,37,D1,A,2,1,0,0.109603438,31.00111111,0.900264336,0.999821822,82.75533333
421,Plate 5 Well D2,38,D2,A,2,1,0,0.076261851,27.33444444,0.87193261,0.999937541,99.3482
422,Plate 5 Well D3,39,D3,A,2,1,0,0.112952671,5,0.966864057,0.993669334,99.28633333
423,Plate 5 Well D4,40,D4,A,2,1,0,0.105128715,27.00111111,0.977132046,0.999935879,99.75403333
424,Plate 5 Well D5,41,D5,A,2,1,0,0.133786649,43.00138889,1.166065839,0.993175722,121.0930667
425,Plate 5 Well D6,42,D6,A,2,1,0,0.072694358,41.66805556,0.870532118,0.995314257,83.6757
426,Plate 5 Well D7,43,D7,A,2,1,0,0.056301497,38.00138889,0.674850441,0.999981772,59.99203333
427,Plate 5 Well D8,44,D8,A,2,1,0,0.098956379,5.666666667,1.195265078,0.999915096,167.8136667
428,Plate 5 Well D9,45,D9,A,2,1,0,0.07382082,5,1.03126599,0.999559314,114.4939667
429,Plate 5 Well D10,46,D10,A,2,1,0,0.110583222,16.33333333,0.791594129,0.999719837,116.4156333
430,Plate 5 Well D11,47,D11,A,2,1,0,0.048687766,23.66694444,0.813465448,0.998623886,62.05636667
431,Plate 5 Well D12,48,D12,A,2,1,0,0.0673302,9.666666667,1.096199684,0.999259276,84.4494
432,Plate 5 Well E1,49,E1,A,2,1,0,0.055364164,13.66666667,0.932666262,0.999641016,64.18896667
433,Plate 5 Well E2,50,E2,A,2,1,0,0.099296525,24.00027778,0.728264975,0.999802305,77.98146667
434,Plate 5 Well E3,51,E3,A,2,1,0,0.089918045,22.00027778,0.898054371,0.990725918,77.71336667
435,Plate 5 Well E4,52,E4,A,2,1,0,0.115669124,26.00027778,0.894817225,0.9917595,74.86483333
436,Plate 5 Well E5,53,E5,A,2,1,0,0.05107258,37.66805556,0.667845598,0.999955064,53.74213333
437,Plate 5 Well E6,54,E6,A,2,1,0,0.112865812,5.666666667,1.029466287,0.998684358,128.5415
438,Plate 5 Well E7,55,E7,A,2,1,0,0.153960267,8,0.771265675,0.998969437,124.7647333
439,Plate 5 Well E8,56,E8,A,2,1,0,0.094223566,4.666666667,0.980398993,0.991432838,81.78366667
440,Plate 5 Well E9,57,E9,A,2,1,0,0.076548406,6,0.68497999,0.999940081,100.9803
441,Plate 5 Well E10,58,E10,A,2,1,0,0.132958498,4.666666667,0.271531646,0.997001657,58.3807
442,Plate 5 Well E11,59,E11,A,2,1,0,0.120367017,9.666666667,0.257991739,0.996318353,54.9477
443,Plate 5 Well E12,60,E12,A,2,1,0,0.071022611,4.666666667,0.846664568,0.998727013,105.0549
444,Plate 5 Well F1,61,F1,A,2,1,0,0.13139336,11,1.170798738,0.999564811,106.7488
445,Plate 5 Well F2,62,F2,A,2,1,0,0.117224973,28.33444444,0.727599194,0.99974449,73.10576667
446,Plate 5 Well F3,63,F3,A,2,1,0,0.105197333,24.00027778,1.129798985,0.99990459,85.078
447,Plate 5 Well F4,64,F4,A,2,1,0,0.068647556,31.66777778,0.96219957,0.999919456,83.19686667
448,Plate 5 Well F5,65,F5,A,2,1,0,0.054818953,15.66666667,0.988531656,0.99969748,69.49576667
449,Plate 5 Well F6,66,F6,A,2,1,0,0.087216387,27.00111111,1.145799697,0.999867597,110.8315667
450,Plate 5 Well F7,67,F7,A,2,1,0,0.125471266,14,0.285463432,0.998776864,52.85403333
451,Plate 5 Well F8,68,F8,A,2,1,0,0.092294246,17.33333333,1.11126508,0.999932496,149.8482667
452,Plate 5 Well F9,69,F9,A,2,1,0,0.091060729,23.00027778,1.126198626,0.999867151,122.2006667
453,Plate 5 Well F10,70,F10,A,2,1,0,0.111303483,14,0.229062173,0.998933959,46.9792
454,Plate 5 Well F11,71,F11,A,2,1,0,0.123220936,6,0.773460472,0.999946691,130.5627
455,Plate 5 Well F12,72,F12,A,2,1,0,0.142451495,12.33333333,0.280196617,0.995499254,53.5527
456,Plate 5 Well G1,73,G1,A,2,1,0,0.124476514,8.666666667,0.219863678,0.999033457,50.83803333
457,Plate 5 Well G2,74,G2,A,2,1,0,-0.001555101,104.6694444,0.232856051,-0.990033381,58.2629
458,Plate 5 Well G3,75,G3,A,2,1,0,0.277155891,48.00138889,0.726525524,0.993285462,58.1947
459,Plate 5 Well G4,76,G4,A,2,1,0,0.117628958,22.00027778,1.12099887,0.991326119,142.1184667
460,Plate 5 Well G5,77,G5,A,2,1,0,0.07530524,26.33361111,0.905999632,0.998556719,109.4970333
461,Plate 5 Well G6,78,G6,A,2,1,0,0.069864259,15,1.121666508,0.998889098,95.03793333
462,Plate 5 Well G7,79,G7,A,2,1,0,0.094594884,21,1.22033204,0.999947494,137.8093333
463,Plate 5 Well G8,80,G8,A,2,1,0,0.066652759,37.66805556,1.123799336,0.999930383,85.46516667
464,Plate 5 Well G9,81,G9,A,2,1,0,0.095697044,12.66666667,1.032265281,0.999893111,155.5252
465,Plate 5 Well G10,82,G10,A,2,1,0,0.084931824,32.00111111,1.246530022,0.999799734,83.96266667
466,Plate 5 Well G11,83,G11,A,2,1,0,0.109853754,14.33333333,0.694063264,0.999659207,102.4003333
467,Plate 5 Well G12,84,G12,A,2,1,0,0.083970625,7.333333333,0.222598262,0.991855107,54.2047
468,Plate 5 Well H1,85,H1,A,2,1,0,0.091603769,14,0.98752889,0.999714921,147.1021
469,Plate 5 Well H2,86,H2,A,2,1,0,0.09994754,4.666666667,0.907265897,0.994545133,114.9666
470,Plate 5 Well H3,87,H3,A,2,1,0,0.092635083,26.00027778,1.00119779,0.999921341,107.6261667
471,Plate 5 Well H4,88,H4,A,2,1,0,0.14783611,6,1.02446583,0.999141256,121.2651333
472,Plate 5 Well H5,89,H5,A,2,1,0,0.158861991,14.33333333,1.124933069,0.999168242,101.8044667
473,Plate 5 Well H6,90,H6,A,2,1,0,0.084371982,18,1.063598634,0.995949198,124.9569333
474,Plate 5 Well H7,91,H7,A,2,1,0,0.089681166,23.66694444,1.132466027,0.999754109,115.4139667
475,Plate 5 Well H8,92,H8,A,2,1,0,0.082300816,6.333333333,0.293923003,0.990722149,64.53186667
476,Plate 5 Well H9,93,H9,A,2,1,0,0.089345193,24.33361111,1.108932344,0.999821686,117.5789333
477,Plate 5 Well H10,94,H10,A,2,1,0,0.120339426,5.333333333,0.253732423,0.99917704,53.2511
478,Plate 5 Well H11,95,H11,A,2,1,0,0.086349301,10.33333333,0.968398293,0.999873021,160.7621333
479,Plate 5 Well H12,96,H12,A,2,1,0,0.116019166,12.33333333,0.858797812,0.99985042,124.5502
480,Plate 6 Well A1,1,A1,A,2,2,0,0.081342533,6,0.290197196,0.990689171,63.7949
481,Plate 6 Well A2,2,A2,A,2,2,0,0.114085307,11.66666667,0.820799009,0.999919564,110.1993667
482,Plate 6 Well A3,3,A3,A,2,2,0,0.101530837,11,1.119932651,0.999682243,98.46886667
483,Plate 6 Well A4,4,A4,A,2,2,0,0.106010113,18.00027778,0.983798224,0.999670845,131.925
484,Plate 6 Well A5,5,A5,A,2,2,0,0.101022975,10.33333333,0.73546251,0.99986203,110.6689667
485,Plate 6 Well A6,6,A6,A,2,2,0,0.221193951,7,1.163665884,0.996930875,127.2517333
486,Plate 6 Well A7,7,A7,A,2,2,0,0.085052707,6,1.017931862,0.999466966,68.946
487,Plate 6 Well A8,8,A8,A,2,2,0,0.096578923,15.33333333,0.849727029,0.999837116,105.3504
488,Plate 6 Well A9,9,A9,A,2,2,0,0.107958727,4.666666667,0.307197135,0.997853548,57.5516
489,Plate 6 Well A10,10,A10,A,2,2,0,0.118509849,4.666666667,0.711264841,0.999757245,132.0832
490,Plate 6 Well A11,11,A11,A,2,2,0,0.098920128,4.666666667,0.730331175,0.99976978,119.7809
491,Plate 6 Well A12,12,A12,A,2,2,0,0.110175481,21.00027778,0.21566461,0.9996696,42.29193333
492,Plate 6 Well B1,13,B1,A,2,2,0,0.121884064,17.66694444,1.033265025,0.999950017,76.19936667
493,Plate 6 Well B2,14,B2,A,2,2,0,0.128406793,12.33333333,0.28486389,0.999794797,53.70283333
494,Plate 6 Well B3,15,B3,A,2,2,0,0.085400551,17.00027778,1.074596224,0.999881165,146.4371333
495,Plate 6 Well B4,16,B4,A,2,2,0,0.083664526,33.33472222,1.198199711,0.999926423,102.1036667
496,Plate 6 Well B5,17,B5,A,2,2,0,0.069272924,25.66694444,0.952598056,0.999965022,111.3277
497,Plate 6 Well B6,18,B6,A,2,2,0,0.123112782,4.666666667,1.03279889,0.997774019,121.5037667
498,Plate 6 Well B7,19,B7,A,2,2,0,0.063960957,24.00027778,1.022199465,0.999970457,109.9688
499,Plate 6 Well B8,20,B8,A,2,2,0,0.098807372,4.666666667,0.291597756,0.992474262,53.63283333
500,Plate 6 Well B9,21,B9,A,2,2,0,0.125980473,4.666666667,0.249922519,0.996895058,46.97113333
501,Plate 6 Well B10,22,B10,A,2,2,0,0.121638179,45.33472222,0.999906797,0.999657803,58.54683333
502,Plate 6 Well B11,23,B11,A,2,2,0,0.052903264,16.66694444,0.843133028,0.999946263,66.4573
503,Plate 6 Well B12,24,B12,A,2,2,0,0.128287635,14.33333333,0.239063754,0.99928912,48.94053333
504,Plate 6 Well C1,25,C1,A,2,2,0,0.121038209,13.66666667,0.219530028,0.998969142,45.29986667
505,Plate 6 Well C2,26,C2,A,2,2,0,0.093115757,16.33361111,0.993132,0.999799369,104.5449667
506,Plate 6 Well C3,27,C3,A,2,2,0,0.047499583,28.33444444,0.772198514,0.999852045,51.19023333
507,Plate 6 Well C4,28,C4,A,2,2,0,0.109166839,24.33361111,0.835793194,0.999821044,88.2301
508,Plate 6 Well C5,29,C5,A,2,2,0,0.122565032,47.66805556,0.789927903,0.991161826,86.25326667
509,Plate 6 Well C6,30,C6,A,2,2,0,0.071161764,46.00138889,1.069199863,0.999978005,59.70016667
510,Plate 6 Well C7,31,C7,A,2,2,0,0.027563561,71.335,0.192531649,0.998243057,40.51683333
511,Plate 6 Well C8,32,C8,A,2,2,0,0.109053419,23.00027778,0.685064872,0.999800665,67.47786667
512,Plate 6 Well C9,33,C9,A,2,2,0,0.013945961,95.00277778,0.213798377,0.999791316,43.3486
513,Plate 6 Well C10,34,C10,A,2,2,0,0.121310447,15.33333333,0.989532669,0.993437364,143.2688667
514,Plate 6 Well C11,35,C11,A,2,2,0,0.068160699,24.33361111,1.073866054,0.990344755,122.4243333
515,Plate 6 Well C12,36,C12,A,2,2,0,0.105052207,12,1.036333033,0.99995984,74.78406667
516,Plate 6 Well D1,37,D1,A,2,2,0,0.099642955,29.66777778,1.072931255,0.999867193,102.7912667
517,Plate 6 Well D2,38,D2,A,2,2,0,0.071173145,28.66777778,0.93926564,0.999956007,103.0396333
518,Plate 6 Well D3,39,D3,A,2,2,0,0.1481258,5,0.932957696,0.993165474,100.2509333
519,Plate 6 Well D4,40,D4,A,2,2,0,0.09330294,32.66805556,0.982663231,0.999968552,93.05063333
520,Plate 6 Well D5,41,D5,A,2,2,0,0.09207029,18.00027778,1.198731029,0.999810241,130.6409
521,Plate 6 Well D6,42,D6,A,2,2,0,0.096121028,31.66805556,0.841187001,0.999974415,84.17056667
522,Plate 6 Well D7,43,D7,A,2,2,0,0.082978381,37.66805556,0.693635207,0.994986858,44.11303333
523,Plate 6 Well D8,44,D8,A,2,2,0,0.110823114,9.666666667,1.246399636,0.996941289,146.1665
524,Plate 6 Well D9,45,D9,A,2,2,0,0.110398041,13.66666667,1.061665494,0.992524758,111.5567
525,Plate 6 Well D10,46,D10,A,2,2,0,0.013209153,50.33472222,0.828003901,0.992878235,100.7031667
526,Plate 6 Well D11,47,D11,A,2,2,0,0.055071301,15.33333333,0.850132089,0.99835899,63.61513333
527,Plate 6 Well D12,48,D12,A,2,2,0,0.05347543,16,1.133199164,0.991441759,72.26543333
528,Plate 6 Well E1,49,E1,A,2,2,0,0.057288718,10,0.957332172,0.999820273,67.2983
529,Plate 6 Well E2,50,E2,A,2,2,0,0.106964274,11.33333333,0.659545937,0.998638309,88.27443333
530,Plate 6 Well E3,51,E3,A,2,2,0,0.096933176,21.00027778,0.945628566,0.999878522,120.4182667
531,Plate 6 Well E4,52,E4,A,2,2,0,0.119098821,29.33444444,0.933815301,0.999535073,92.0644
532,Plate 6 Well E5,53,E5,A,2,2,0,0.072212798,40.00138889,0.683603065,0.998825974,50.61826667
533,Plate 6 Well E6,54,E6,A,2,2,0,0.080867253,5.333333333,1.059066323,0.999638416,134.5596333
534,Plate 6 Well E7,55,E7,A,2,2,0,0.126576893,4.666666667,0.829999037,0.999650335,145.7777667
535,Plate 6 Well E8,56,E8,A,2,2,0,0.095811304,4.666666667,1.004437526,0.999495269,93.37966667
536,Plate 6 Well E9,57,E9,A,2,2,0,0.068549496,5.333333333,0.719154767,0.999825981,99.77373333
537,Plate 6 Well E10,58,E10,A,2,2,0,0.132524239,4.666666667,1.079132539,0.997833515,115.2225
538,Plate 6 Well E11,59,E11,A,2,2,0,0.143748227,9,1.178998586,0.999411926,107.4837333
539,Plate 6 Well E12,60,E12,A,2,2,0,0.070759258,5.333333333,0.883530175,0.999373712,105.7963
540,Plate 6 Well F1,61,F1,A,2,2,0,0.122529931,11,1.20073303,0.999651573,108.5801333
541,Plate 6 Well F2,62,F2,A,2,2,0,0.106855125,17.33361111,0.615853251,0.999317155,71.87896667
542,Plate 6 Well F3,63,F3,A,2,2,0,0.21032959,29.00111111,1.206399348,0.992017128,103.4150333
543,Plate 6 Well F4,64,F4,A,2,2,0,0.141825543,21.66694444,1.06599875,0.998787404,123.1369
544,Plate 6 Well F5,65,F5,A,2,2,0,0.067409696,17.33361111,1.097999332,0.996108374,60.36593333
545,Plate 6 Well F6,66,F6,A,2,2,0,0.139368511,35.33472222,1.185399449,0.991241994,103.1207
546,Plate 6 Well F7,67,F7,A,2,2,0,0.130387191,13,0.252594781,0.999633459,46.51733333
547,Plate 6 Well F8,68,F8,A,2,2,0,0.090318594,14.66666667,1.166630308,0.998879243,138.2475
548,Plate 6 Well F9,69,F9,A,2,2,0,0.134801142,28.66777778,1.204866231,0.991722965,86.73876667
549,Plate 6 Well F10,70,F10,A,2,2,0,0.141776926,30.00111111,0.184191554,0.996378825,27.62136667
550,Plate 6 Well F11,71,F11,A,2,2,0,0.147638761,11,0.819332628,0.994399905,113.3082333
551,Plate 6 Well F12,72,F12,A,2,2,0,0.069365197,35.66805556,0.994732096,0.990683203,71.25046667
552,Plate 6 Well G1,73,G1,A,2,2,0,0.129517051,10.66666667,1.051597415,0.999366208,90.46856667
553,Plate 6 Well G2,74,G2,A,2,2,0,0.073985483,4.666666667,0.764930159,0.999315607,80.0465
554,Plate 6 Well G3,75,G3,A,2,2,0,0.280260297,55.00138889,0.837785503,0.994258605,55.19723333
555,Plate 6 Well G4,76,G4,A,2,2,0,0.143273643,21.33361111,1.130464494,0.997884297,142.1309667
556,Plate 6 Well G5,77,G5,A,2,2,0,0.103158071,30.00111111,0.968466125,0.997326276,88.54043333
557,Plate 6 Well G6,78,G6,A,2,2,0,0.106362314,43.66805556,1.168931938,0.995475734,82.4183
558,Plate 6 Well G7,79,G7,A,2,2,0,0.116697044,15.66666667,1.255465877,0.996843221,148.8858333
559,Plate 6 Well G8,80,G8,A,2,2,0,0.101908524,21.33361111,1.203332964,0.999210921,94.40266667
560,Plate 6 Well G9,81,G9,A,2,2,0,0.097654382,12,1.091528326,0.999816749,145.1279667
561,Plate 6 Well G10,82,G10,A,2,2,0,0.146456252,46.33472222,1.253866355,0.994114594,76.66336667
562,Plate 6 Well G11,83,G11,A,2,2,0,0.031882643,52.66805556,0.809906464,0.999262827,103.5391
563,Plate 6 Well G12,84,G12,A,2,2,0,0.106062704,4.666666667,0.982997963,0.996272367,106.9214
564,Plate 6 Well H1,85,H1,A,2,2,0,0.087107621,14.66666667,1.005846808,0.999928151,142.2612333
565,Plate 6 Well H2,86,H2,A,2,2,0,0.111982968,5.333333333,0.935198563,0.997752165,91.4122
566,Plate 6 Well H3,87,H3,A,2,2,0,0.139792631,15,1.074265768,0.994375736,115.3828333
567,Plate 6 Well H4,88,H4,A,2,2,0,0.202046579,25.66694444,0.864597856,0.994224027,69.3913
568,Plate 6 Well H5,89,H5,A,2,2,0,0.201745199,21.33361111,1.030599107,0.99438642,58.4568
569,Plate 6 Well H6,90,H6,A,2,2,0,0.033300942,43.66805556,1.08586606,0.997998786,70.27256667
570,Plate 6 Well H7,91,H7,A,2,2,0,0.134925398,12.66666667,1.219931558,0.992932047,76.13593333
571,Plate 6 Well H8,92,H8,A,2,2,0,0.102500292,4.666666667,0.921465881,0.996618679,67.80676667
572,Plate 6 Well H9,93,H9,A,2,2,0,0.156000118,25.33361111,1.164332837,0.990981107,114.5046
573,Plate 6 Well H10,94,H10,A,2,2,0,0.119604239,5.666666667,0.868865757,0.997811125,58.39376667
574,Plate 6 Well H11,95,H11,A,2,2,0,0.057357557,20.33361111,0.970728568,0.99341076,161.3222667
575,Plate 6 Well H12,96,H12,A,2,2,0,0.112733961,13,0.824119645,0.999784832,109.7957667
576,Plate 7 Well A1,1,A1,A,2,1,1,0,0,0.071047517,0,21.61696667
577,Plate 7 Well A2,2,A2,A,2,1,1,0,0,0.03483728,0,20.73393333
578,Plate 7 Well A3,3,A3,A,2,1,1,0,0,0.024040298,0,20.3082
579,Plate 7 Well A4,4,A4,A,2,1,1,0.100306262,21.33361111,0.71537424,0.998994297,90.35236667
580,Plate 7 Well A5,5,A5,A,2,1,1,0,0,0.056611748,0,21.2963
581,Plate 7 Well A6,6,A6,A,2,1,1,-0.164309143,10.66666667,0.092636777,-0.991664401,23.4169
582,Plate 7 Well A7,7,A7,A,2,1,1,0.046335917,39.33472222,0.978796853,0.999797693,57.33323333
583,Plate 7 Well A8,8,A8,A,2,1,1,0.097246468,15.33361111,0.824464495,0.999902716,95.36773333
584,Plate 7 Well A9,9,A9,A,2,1,1,0,0,0.043015246,0,20.2876
585,Plate 7 Well A10,10,A10,A,2,1,1,0,0,0.129780011,0,25.93786667
586,Plate 7 Well A11,11,A11,A,2,1,1,0,0,0.090497529,0,23.46893333
587,Plate 7 Well A12,12,A12,A,2,1,1,0,0,0.033850879,0,20.13276667
588,Plate 7 Well B1,13,B1,A,2,1,1,0.1314063,14.66694444,0.111731268,0.999764813,33.25623333
