Unique_No,Unique_ID,Sample_No,Sample_Well,Sample_Plate,Bio_Replicate,Tech_Replicate,Phage,Growth Rate,Time to Max Growth,Saturation OD,Rsq,AUC
854,Plate 9 Well H3,183,H3,B,1,1,0,0.073310582,13.6675,1.244796887,0.998204761,205.2591333
855,Plate 9 Well H4,184,H4,B,1,1,0,0.09229933,16.00083333,1.295132414,0.999699948,170.4452667
856,Plate 9 Well H5,185,H5,B,1,1,0,0.130157052,5.6675,0.992199315,0.999585748,134.7401
857,Plate 9 Well H6,186,H6,B,1,1,0,0.041600369,14.00083333,1.151532357,0.993681612,173.7801333
858,Plate 9 Well H7,187,H7,B,1,1,0,0.105020668,13.00083333,1.308333045,0.999791949,158.8381
859,Plate 9 Well H8,188,H8,B,1,1,0,0.074753439,72.00222222,1.13623339,0.995226715,178.5217667
860,Plate 9 Well H9,189,H9,B,1,1,0,0.109889136,4.6675,1.421938327,0.989980312,232.4355333
861,Plate 9 Well H10,190,H10,B,1,1,0,0.092231903,4.6675,1.232185902,0.990888459,182.6848667
862,Plate 9 Well H11,191,H11,B,1,1,0,0.097732759,4.6675,1.065265198,0.994812639,146.4166333
863,Plate 9 Well H12,192,H12,B,1,1,0,0.079375233,6.334166667,1.267884501,0.990331641,190.0905667
864,Plate 10 Well A1,97,A1,B,1,2,0,0.091702374,4.6675,1.123332878,0.996181741,151.9119333
865,Plate 10 Well A2,98,A2,B,1,2,0,0.116508376,27.33444444,1.122598175,0.999653222,97.37816667
866,Plate 10 Well A3,99,A3,B,1,2,0,0.126178159,6.6675,1.105665963,0.994969233,110.383
867,Plate 10 Well A4,100,A4,B,1,2,0,0.075294235,7.000833333,0.242664558,0.999090527,51.21286667
868,Plate 10 Well A5,101,A5,B,1,2,0,0.084142204,8.6675,0.607198551,0.999382679,66.47313333
869,Plate 10 Well A6,102,A6,B,1,2,0,0.114474408,4.6675,1.014588163,0.998805937,148.3619667
870,Plate 10 Well A7,103,A7,B,1,2,0,0.071197145,5.000833333,0.963999585,0.999232565,164.6029667
871,Plate 10 Well A8,104,A8,B,1,2,0,0.067388788,5.000833333,0.972533068,0.999654803,159.5013333
872,Plate 10 Well A9,105,A9,B,1,2,0,0.078332263,7.334166667,0.195532015,0.998939759,49.42686667
873,Plate 10 Well A10,106,A10,B,1,2,0,0.117920024,9.000833333,1.220466456,0.99927585,94.93756667
874,Plate 10 Well A11,107,A11,B,1,2,0,0.119765959,4.6675,1.321933159,0.997806471,200.6355333
875,Plate 10 Well A12,108,A12,B,1,2,0,0,0,0.013554858,0,20.4115
876,Plate 10 Well B1,109,B1,B,1,2,0,0.078048845,45.33444444,0.883561519,0.999659874,80.1906
877,Plate 10 Well B2,110,B2,B,1,2,0,0.101074712,4.6675,0.925399223,0.995449905,111.9526
878,Plate 10 Well B3,111,B3,B,1,2,0,0.088285939,8.000833333,0.302398942,0.992143565,57.0214
879,Plate 10 Well B4,112,B4,B,1,2,0,0.10760751,11.33416667,0.798126371,0.999803407,133.5100333
880,Plate 10 Well B5,113,B5,B,1,2,0,0.095778971,45.33444444,1.397464383,0.999662522,52.1009
881,Plate 10 Well B6,114,B6,B,1,2,0,0.072382126,8.000833333,1.127865316,0.990558087,185.4446667
882,Plate 10 Well B7,115,B7,B,1,2,0,0.112547762,25.33444444,0.89522428,0.99944707,81.38563333
883,Plate 10 Well B8,116,B8,B,1,2,0,0.125710161,8.334166667,0.903933078,0.999896436,138.6395
884,Plate 10 Well B9,117,B9,B,1,2,0,0,0,0.011135819,0,20.18536667
885,Plate 10 Well B10,118,B10,B,1,2,0,0.099638057,17.33444444,1.353332808,0.999844219,159.9662333
886,Plate 10 Well B11,119,B11,B,1,2,0,0.082420411,48.33444444,1.163058447,0.999593244,42.5355
887,Plate 10 Well B12,120,B12,B,1,2,0,0.092051286,24.00111111,1.243186415,0.999799835,140.8608667
888,Plate 10 Well C1,121,C1,B,1,2,0,0.083589243,4.6675,1.00233309,0.992934965,138.704
889,Plate 10 Well C2,122,C2,B,1,2,0,0.104627322,5.6675,0.228931742,0.998558551,53.35403333
890,Plate 10 Well C3,123,C3,B,1,2,0,0.048372889,19.00111111,1.207866067,0.995083254,209.7523333
891,Plate 10 Well C4,124,C4,B,1,2,0,0.084408261,11.33416667,1.005932573,0.996106881,99.9344
892,Plate 10 Well C5,125,C5,B,1,2,0,0.103368786,11.00083333,1.013187331,0.999954268,115.7182333
893,Plate 10 Well C6,126,C6,B,1,2,0,0.082965461,5.334166667,1.087065657,0.997680139,205.0231
894,Plate 10 Well C7,127,C7,B,1,2,0,0.160347634,45.66777778,1.236599094,0.999639325,25.8267
895,Plate 10 Well C8,128,C8,B,1,2,0,0.101124487,10.00083333,1.069733117,0.994506232,191.9718667
896,Plate 10 Well C9,129,C9,B,1,2,0,0.111207685,6.000833333,0.285664879,0.998238815,60.2762
897,Plate 10 Well C10,130,C10,B,1,2,0,0.105648962,38.66777778,1.39573312,0.999768759,61.8344
898,Plate 10 Well C11,131,C11,B,1,2,0,0.116070422,7.334166667,0.273465481,0.998645758,55.38236667
899,Plate 10 Well C12,132,C12,B,1,2,0,0.101544368,4.6675,1.264066273,0.993494449,178.3266333
900,Plate 10 Well D1,133,D1,B,1,2,0,0.039577704,26.00111111,1.258518383,0.999964566,69.09763333
901,Plate 10 Well D2,134,D2,B,1,2,0,0.10899224,19.33444444,1.077132103,0.99986962,131.9469
902,Plate 10 Well D3,135,D3,B,1,2,0,0.001556598,64.00222222,0.590532784,0.995811204,123.5798333
903,Plate 10 Well D4,136,D4,B,1,2,0,0.090010977,5.000833333,1.098666505,0.999709495,127.575
904,Plate 10 Well D5,137,D5,B,1,2,0,0.110089236,4.6675,1.158696889,0.993059254,198.3016
905,Plate 10 Well D6,138,D6,B,1,2,0,0.089229382,10.00083333,0.222530076,0.999340587,48.82846667
906,Plate 10 Well D7,139,D7,B,1,2,0,0.10812582,23.66777778,1.365532803,0.999810135,130.6806
907,Plate 10 Well D8,140,D8,B,1,2,0,0.096329906,7.334166667,0.162931915,0.998174412,43.88983333
908,Plate 10 Well D9,141,D9,B,1,2,0,0.087984314,4.6675,1.185199427,0.999142097,216.2896
909,Plate 10 Well D10,142,D10,B,1,2,0,0.100532413,10.33416667,0.130064384,0.998425793,38.0937
910,Plate 10 Well D11,143,D11,B,1,2,0,0.066701873,7.334166667,1.255732778,0.996471823,215.1181333
911,Plate 10 Well D12,144,D12,B,1,2,0,0.104021909,4.6675,1.1676664,0.997496943,179.0564667
912,Plate 10 Well E1,145,E1,B,1,2,0,0.035340652,7.334166667,0.269529169,0.997284094,64.5919
913,Plate 10 Well E2,146,E2,B,1,2,0,0.139908275,11.00083333,0.789719708,0.996130553,94.4757
914,Plate 10 Well E3,147,E3,B,1,2,0,0.143598078,15.33444444,0.952265443,0.999431963,100.2792667
915,Plate 10 Well E4,148,E4,B,1,2,0,0.106164394,21.00111111,1.344999604,0.99984399,141.2389
916,Plate 10 Well E5,149,E5,B,1,2,0,0.104047157,7.334166667,0.860097237,0.999759489,114.6680667
917,Plate 10 Well E6,150,E6,B,1,2,0,0.116374682,23.00111111,0.673854416,0.999838383,85.13156667
918,Plate 10 Well E7,151,E7,B,1,2,0,0.11444333,8.000833333,0.183930266,0.99850135,46.25466667
919,Plate 10 Well E8,152,E8,B,1,2,0,0.071508178,14.00111111,1.223865367,0.999542112,85.1177
920,Plate 10 Well E9,153,E9,B,1,2,0,0.096023235,7.6675,1.290786415,0.995898214,106.9233333
921,Plate 10 Well E10,154,E10,B,1,2,0,0.114305845,14.00111111,0.739717852,0.999794853,93.98633333
922,Plate 10 Well E11,155,E11,B,1,2,0,0.037693557,31.33444444,1.312499509,0.990482918,184.1360333
923,Plate 10 Well E12,156,E12,B,1,2,0,0.105146069,13.00083333,0.841574844,0.999862859,121.6825
924,Plate 10 Well F1,157,F1,B,1,2,0,0.094647678,14.00111111,0.889848545,0.999457882,98.89623333
925,Plate 10 Well F2,158,F2,B,1,2,0,0.057905122,42.00111111,1.340266345,0.999709134,46.82466667
926,Plate 10 Well F3,159,F3,B,1,2,0,0.116929145,25.66777778,0.759381472,0.999724182,77.1211
927,Plate 10 Well F4,160,F4,B,1,2,0,0,0,0.010043534,0,19.9873
928,Plate 10 Well F5,161,F5,B,1,2,0,0.105681409,21.66777778,0.801129105,0.999795707,84.59626667
929,Plate 10 Well F6,162,F6,B,1,2,0,0.086136171,4.6675,1.162313115,0.9944121,192.7842667
930,Plate 10 Well F7,163,F7,B,1,2,0,0.11660879,23.00111111,1.118398343,0.999804042,122.5861
931,Plate 10 Well F8,164,F8,B,1,2,0,0.097886802,6.334166667,0.332328174,0.996449399,65.26293333
932,Plate 10 Well F9,165,F9,B,1,2,0,0.112430353,16.33444444,0.768404823,0.999837094,100.6791
933,Plate 10 Well F10,166,F10,B,1,2,0,0.085193006,32.66777778,1.177199705,0.999527897,69.94343333
934,Plate 10 Well F11,167,F11,B,1,2,0,0.14721855,9.000833333,0.826969001,0.99437563,106.6413333
935,Plate 10 Well F12,168,F12,B,1,2,0,0.088236566,4.6675,0.967132998,0.998655465,186.3417667
936,Plate 10 Well G1,169,G1,B,1,2,0,0.111659256,20.00111111,1.313733005,0.999751476,138.7369667
937,Plate 10 Well G2,170,G2,B,1,2,0,0.097712752,33.00111111,1.050531311,0.999991321,97.24843333
938,Plate 10 Well G3,171,G3,B,1,2,0,0.037713263,6.6675,0.279989802,0.993560815,60.7162
939,Plate 10 Well G4,172,G4,B,1,2,0,0.102634398,26.33444444,1.09406609,0.999952695,120.4977
940,Plate 10 Well G5,173,G5,B,1,2,0,0,0,0.013695039,0,20.40276667
941,Plate 10 Well G6,174,G6,B,1,2,0,0.144558607,17.33444444,1.151997626,0.999631942,134.2626667
942,Plate 10 Well G7,175,G7,B,1,2,0,0.101221195,28.33444444,1.210266255,0.999404839,80.493
943,Plate 10 Well G8,176,G8,B,1,2,0,0.100562146,7.000833333,0.710195197,0.998476356,62.10156667
944,Plate 10 Well G9,177,G9,B,1,2,0,0.066928004,4.6675,1.251999574,0.998072254,228.3259333
945,Plate 10 Well G10,178,G10,B,1,2,0,0.160794056,8.6675,0.831798622,0.999490737,111.6976333
946,Plate 10 Well G11,179,G11,B,1,2,0,0,0,0.013524104,0,20.60906667
947,Plate 10 Well G12,180,G12,B,1,2,0,0.117322992,29.33444444,0.747307623,0.999571279,63.03993333
948,Plate 10 Well H1,181,H1,B,1,2,0,0.148912165,4.6675,0.698132008,0.99400002,114.6811333
949,Plate 10 Well H2,182,H2,B,1,2,0,0,0,1.199066418,0,201.7356
950,Plate 10 Well H3,183,H3,B,1,2,0,0.102266442,4.6675,1.242865709,0.994200468,202.2359
951,Plate 10 Well H4,184,H4,B,1,2,0,0.105546705,15.66777778,1.324732958,0.996150537,167.9277333
952,Plate 10 Well H5,185,H5,B,1,2,0,0.137400145,7.6675,1.059665933,0.995418672,125.6944667
953,Plate 10 Well H6,186,H6,B,1,2,0,0.088059146,8.000833333,1.175731662,0.991218127,175.4446667
954,Plate 10 Well H7,187,H7,B,1,2,0,0.10535282,12.6675,1.330399709,0.999593442,151.0164667
955,Plate 10 Well H8,188,H8,B,1,2,0,0,0,1.164599325,0,157.1103
956,Plate 10 Well H9,189,H9,B,1,2,0,0.102980693,10.00083333,1.149254673,0.995961121,205.4450667
957,Plate 10 Well H10,190,H10,B,1,2,0,0.095459702,4.6675,1.124132392,0.991225624,175.5408333
958,Plate 10 Well H11,191,H11,B,1,2,0,0.067059137,12.33416667,1.054262523,0.990167082,155.2156
959,Plate 10 Well H12,192,H12,B,1,2,0,0.082994629,4.6675,1.093132975,0.997785858,172.1574
960,Plate 11 Well A1,97,A1,B,1,1,1,-0.070468825,18.00111111,0.197161734,-0.990146157,28.59446667
961,Plate 11 Well A2,98,A2,B,1,1,1,0,0,0.031995832,0,23.165
962,Plate 11 Well A3,99,A3,B,1,1,1,0,0,0.050215949,0,21.95786667
963,Plate 11 Well A4,100,A4,B,1,1,1,0,0,0.054863419,0,22.26203333
964,Plate 11 Well A5,101,A5,B,1,1,1,0,0,0.050754776,0,22.43343333
965,Plate 11 Well A6,102,A6,B,1,1,1,0.120171364,187.6719444,1.528585309,0.992576193,24.5131
966,Plate 11 Well A7,103,A7,B,1,1,1,0.079360383,4.6675,0.746314833,0.99911273,129.1956
967,Plate 11 Well A8,104,A8,B,1,1,1,0.064224666,5.667777778,0.978399877,0.999570668,158.8919
968,Plate 11 Well A9,105,A9,B,1,1,1,0,0,0.070742704,0,22.6011
969,Plate 11 Well A10,106,A10,B,1,1,1,0,0,0.040712433,0,21.46223333
970,Plate 11 Well A11,107,A11,B,1,1,1,0,0,0.154348346,0,26.0332
971,Plate 11 Well A12,108,A12,B,1,1,1,0,0,0.013565588,0,20.28536667
972,Plate 11 Well B1,109,B1,B,1,1,1,0.096660133,39.00111111,0.735991047,0.999267667,47.0125
973,Plate 11 Well B2,110,B2,B,1,1,1,-0.047382467,18.33444444,0.161324167,-0.991242437,27.50226667
974,Plate 11 Well B3,111,B3,B,1,1,1,0,0,0.063322349,0,22.92676667
975,Plate 11 Well B4,112,B4,B,1,1,1,0.092100911,7.334444444,0.283931579,0.999407205,62.96413333
976,Plate 11 Well B5,113,B5,B,1,1,1,0.086833361,63.66888889,0.668374377,0.999462067,31.1254
977,Plate 11 Well B6,114,B6,B,1,1,1,-0.003208616,168.3383333,0.304099634,-0.990147923,38.6153
978,Plate 11 Well B7,115,B7,B,1,1,1,0.107730209,40.66777778,0.67498128,0.999586802,63.13383333
979,Plate 11 Well B8,116,B8,B,1,1,1,0,0,0.073878971,0,22.4453
980,Plate 11 Well B9,117,B9,B,1,1,1,0,0,0.012319605,0,20.36163333
981,Plate 11 Well B10,118,B10,B,1,1,1,0,0,0.074169651,0,23.2754
982,Plate 11 Well B11,119,B11,B,1,1,1,0.079833009,52.33444444,1.067999501,0.999487959,38.60086667
983,Plate 11 Well B12,120,B12,B,1,1,1,0,0,0.065641438,0,26.0795
984,Plate 11 Well C1,121,C1,B,1,1,1,0.084572827,4.6675,0.901999482,0.992229416,90.82703333
985,Plate 11 Well C2,122,C2,B,1,1,1,0,0,0.049812063,0,21.49003333
986,Plate 11 Well C3,123,C3,B,1,1,1,-0.010397065,75.33555556,0.466709694,-0.993427777,57.13936667
987,Plate 11 Well C4,124,C4,B,1,1,1,0.072569971,10.00111111,0.990261806,0.999733608,96.74386667
988,Plate 11 Well C5,125,C5,B,1,1,1,0.133605263,30.33444444,1.054598559,0.999818926,72.20396667
989,Plate 11 Well C6,126,C6,B,1,1,1,0.090936974,4.6675,1.081599643,0.993496065,203.9723
990,Plate 11 Well C7,127,C7,B,1,1,1,0,0,0.009716436,0,19.94616667
991,Plate 11 Well C8,128,C8,B,1,1,1,0.113826069,4.6675,0.980399538,0.999241137,182.2933667
992,Plate 11 Well C9,129,C9,B,1,1,1,0,0,0.051625217,0,21.34096667
993,Plate 11 Well C10,130,C10,B,1,1,1,0.09554063,52.00111111,1.399199752,0.999785156,37.50026667
994,Plate 11 Well C11,131,C11,B,1,1,1,0,0,0.032840573,0,20.6113
995,Plate 11 Well C12,132,C12,B,1,1,1,0.062346081,156.3383333,0.300928014,0.99829839,30.6616
996,Plate 11 Well D1,133,D1,B,1,1,1,0.06268657,25.33444444,1.24659969,0.999986144,59.07613333
997,Plate 11 Well D2,134,D2,B,1,1,1,0,0,0.05978074,0,25.54266667
998,Plate 11 Well D3,135,D3,B,1,1,1,0.001147997,65.66888889,0.596265944,0.997884191,124.2340667
999,Plate 11 Well D4,136,D4,B,1,1,1,0.085356941,6.001111111,1.084799188,0.999559538,125.7171667
1000,Plate 11 Well D5,137,D5,B,1,1,1,0.083478684,4.6675,0.746236388,0.993076362,122.2193333
1001,Plate 11 Well D6,138,D6,B,1,1,1,0,0,0.038867403,0,21.34733333
1002,Plate 11 Well D7,139,D7,B,1,1,1,-0.025446948,17.33444444,0.059123339,-0.991173821,25.4819
1003,Plate 11 Well D8,140,D8,B,1,1,1,0,0,0.05128996,0,21.92026667
1004,Plate 11 Well D9,141,D9,B,1,1,1,0.087539872,4.6675,1.193732805,0.996822959,218.6788
1005,Plate 11 Well D10,142,D10,B,1,1,1,0,0,0.038532525,0,22.0872
1006,Plate 11 Well D11,143,D11,B,1,1,1,-0.005790183,88.33583333,0.529223264,-0.990395179,68.49736667
1007,Plate 11 Well D12,144,D12,B,1,1,1,-0.07079172,17.66777778,0.190926502,-0.991226737,28.42533333
1008,Plate 11 Well E1,145,E1,B,1,1,1,0,0,0.05579731,0,21.6429
1009,Plate 11 Well E2,146,E2,B,1,1,1,0.110092249,16.00111111,0.696180329,0.999628357,97.02013333
1010,Plate 11 Well E3,147,E3,B,1,1,1,0.146903555,15.00111111,0.80586585,0.999345334,111.6656333
1011,Plate 11 Well E4,148,E4,B,1,1,1,0,0,0.042086399,0,21.65573333
1012,Plate 11 Well E5,149,E5,B,1,1,1,0,0,0.126622429,0,25.74966667
1013,Plate 11 Well E6,150,E6,B,1,1,1,0.129949888,34.33444444,0.674911282,0.999861192,69.14153333
1014,Plate 11 Well E7,151,E7,B,1,1,1,0,0,0.050651837,0,22.1303
1015,Plate 11 Well E8,152,E8,B,1,1,1,0.05896842,15.33444444,1.262996939,0.999968107,85.91623333
1016,Plate 11 Well E9,153,E9,B,1,1,1,0.059589776,9.334444444,1.325132887,0.999856493,101.6241667
1017,Plate 11 Well E10,154,E10,B,1,1,1,0.131081558,24.66777778,0.700442403,0.999452023,92.3519
1018,Plate 11 Well E11,155,E11,B,1,1,1,-0.004204813,33.66777778,0.335987608,-0.990453406,43.30413333
1019,Plate 11 Well E12,156,E12,B,1,1,1,0.087521996,23.66777778,0.770555791,0.999912946,95.48193333
1020,Plate 11 Well F1,157,F1,B,1,1,1,0.112485075,23.33444444,0.747875861,0.999772631,92.45823333
1021,Plate 11 Well F2,158,F2,B,1,1,1,0.061344505,41.33444444,1.355466181,0.999470171,46.7458
1022,Plate 11 Well F3,159,F3,B,1,1,1,0.099498408,38.33444444,0.627251852,0.999928652,54.39576667
1023,Plate 11 Well F4,160,F4,B,1,1,1,0,0,0.012161383,0,20.21526667
1024,Plate 11 Well F5,161,F5,B,1,1,1,0.099270814,32.33444444,0.679650853,0.999985086,71.9736
1025,Plate 11 Well F6,162,F6,B,1,1,1,0.097855095,4.6675,1.122266045,0.996365076,194.9651333
1026,Plate 11 Well F7,163,F7,B,1,1,1,0,0,0.049728702,0,25.5194
1027,Plate 11 Well F8,164,F8,B,1,1,1,0,0,0.082783893,0,23.0655
1028,Plate 11 Well F9,165,F9,B,1,1,1,0.10214074,26.00111111,0.715976882,0.999946613,91.7908
1029,Plate 11 Well F10,166,F10,B,1,1,1,0.083062366,33.00111111,0.862328886,0.999596338,62.61013333
1030,Plate 11 Well F11,167,F11,B,1,1,1,0.105856477,20.33444444,0.69590677,0.999611948,99.39903333
1031,Plate 11 Well F12,168,F12,B,1,1,1,0.090114798,4.6675,0.652057502,0.993063104,117.6592667
1032,Plate 11 Well G1,169,G1,B,1,1,1,0.142815469,57.66888889,1.139725336,0.999821283,29.57756667
1033,Plate 11 Well G2,170,G2,B,1,1,1,-0.008655812,37.66777778,0.064592977,-0.996868484,28.68196667
1034,Plate 11 Well G3,171,G3,B,1,1,1,0.036744844,9.001111111,0.2655051,0.994145658,56.68093333
1035,Plate 11 Well G4,172,G4,B,1,1,1,-0.009296225,27.00111111,0.064853451,-0.99135591,27.92416667
1036,Plate 11 Well G5,173,G5,B,1,1,1,0,0,0.014771601,0,20.72966667
1037,Plate 11 Well G6,174,G6,B,1,1,1,0,0,0.029911847,0,22.0719
1038,Plate 11 Well G7,175,G7,B,1,1,1,0.094556189,48.66777778,1.030866287,0.999978952,38.65686667
1039,Plate 11 Well G8,176,G8,B,1,1,1,0,0,0.057335111,0,21.8534
1040,Plate 11 Well G9,177,G9,B,1,1,1,0.064150775,4.6675,1.258799883,0.998258676,226.8218667
1041,Plate 11 Well G10,178,G10,B,1,1,1,0,0,0.028297977,0,20.57223333
1042,Plate 11 Well G11,179,G11,B,1,1,1,0,0,0.01458737,0,20.73896667
1043,Plate 11 Well G12,180,G12,B,1,1,1,0.080564016,44.33444444,0.748567206,0.999830863,47.90996667
1044,Plate 11 Well H1,181,H1,B,1,1,1,0,0,0.085482408,0,22.3101
1045,Plate 11 Well H2,182,H2,B,1,1,1,0.099441853,4.6675,0.823416448,0.990659007,141.8224667
1046,Plate 11 Well H3,183,H3,B,1,1,1,-0.051483935,17.66777778,0.21137347,-0.991139787,29.23256667
1047,Plate 11 Well H4,184,H4,B,1,1,1,0.130104013,72.00222222,0.745332111,0.999782637,25.64933333
1048,Plate 11 Well H5,185,H5,B,1,1,1,0,0,0.068183795,0,21.86366667
1049,Plate 11 Well H6,186,H6,B,1,1,1,0.040175702,35.33444444,0.594370443,0.995491221,94.60156667
1050,Plate 11 Well H7,187,H7,B,1,1,1,0,0,0.054652287,0,22.31603333
1051,Plate 11 Well H8,188,H8,B,1,1,1,0.023006667,31.66777778,0.608230491,0.998097858,107.9873
1052,Plate 11 Well H9,189,H9,B,1,1,1,-0.052125732,42.00111111,0.389129619,-0.991623221,54.05383333
1053,Plate 11 Well H10,190,H10,B,1,1,1,0.026190282,26.00111111,0.623848809,0.9985698,107.4854
1054,Plate 11 Well H11,191,H11,B,1,1,1,-0.004466303,70.66888889,0.262970784,-0.993194994,40.4
1055,Plate 11 Well H12,192,H12,B,1,1,1,-0.003373023,64.66888889,0.309879788,-0.995892811,44.85286667
1056,Plate 12 Well A1,97,A1,B,1,2,1,0,0,0.189146223,0,28.36263333
1057,Plate 12 Well A2,98,A2,B,1,2,1,0,0,0.030968326,0,23.0239
1058,Plate 12 Well A3,99,A3,B,1,2,1,0,0,0.047898293,0,21.62836667
1059,Plate 12 Well A4,100,A4,B,1,2,1,0,0,0.053511701,0,22.22026667
1060,Plate 12 Well A5,101,A5,B,1,2,1,-0.004830541,27.66777778,0.091011442,-0.991362536,30.44793333
1061,Plate 12 Well A6,102,A6,B,1,2,1,0,0,0.104702232,0,23.74446667
1062,Plate 12 Well A7,103,A7,B,1,2,1,0.069727405,5.001111111,0.652314718,0.998262171,102.1314
1063,Plate 12 Well A8,104,A8,B,1,2,1,0.062803327,5.001111111,0.977199645,0.999528915,157.8514667
1064,Plate 12 Well A9,105,A9,B,1,2,1,0,0,0.059699877,0,22.79256667
1065,Plate 12 Well A10,106,A10,B,1,2,1,0,0,0.041292008,0,21.3551
1066,Plate 12 Well A11,107,A11,B,1,2,1,-0.064682969,14.00111111,0.138569938,-0.990412447,25.73203333
1067,Plate 12 Well A12,108,A12,B,1,2,1,0,0,0.012878042,0,20.44483333
1068,Plate 12 Well B1,109,B1,B,1,2,1,0.101573577,51.00111111,0.705518187,0.999542664,47.45496667
1069,Plate 12 Well B2,110,B2,B,1,2,1,0,0,0.156699388,0,27.2635
1070,Plate 12 Well B3,111,B3,B,1,2,1,0,0,0.059404782,0,22.75316667
1071,Plate 12 Well B4,112,B4,B,1,2,1,0.098071904,7.667777778,0.340129253,0.999784261,71.4225
1072,Plate 12 Well B5,113,B5,B,1,2,1,0.093769826,72.00222222,1.368332911,0.999799211,30.9284
1073,Plate 12 Well B6,114,B6,B,1,2,1,-0.064178054,15.00111111,0.288320744,-0.991335011,36.86083333
1074,Plate 12 Well B7,115,B7,B,1,2,1,0.110666044,39.66777778,0.563118748,0.999633768,59.67833333
1075,Plate 12 Well B8,116,B8,B,1,2,1,0,0,0.072549567,0,22.75646667
1076,Plate 12 Well B9,117,B9,B,1,2,1,0,0,0.013290459,0,20.4126
1077,Plate 12 Well B10,118,B10,B,1,2,1,-0.116987236,9.667777778,0.065854948,-0.99039209,23.23983333
1078,Plate 12 Well B11,119,B11,B,1,2,1,0.081097945,51.00111111,0.963517758,0.999606552,40.15143333
1079,Plate 12 Well B12,120,B12,B,1,2,1,0,0,0.064112533,0,26.12446667
1080,Plate 12 Well C1,121,C1,B,1,2,1,0.068460666,4.667777778,0.731061715,0.998042004,78.9623
1081,Plate 12 Well C2,122,C2,B,1,2,1,0,0,0.047478484,0,21.45653333
1082,Plate 12 Well C3,123,C3,B,1,2,1,-0.007497853,73.66888889,0.437790426,-0.991869708,55.43346667
1083,Plate 12 Well C4,124,C4,B,1,2,1,0.073224529,10.33444444,0.759632964,0.999628141,86.85433333
1084,Plate 12 Well C5,125,C5,B,1,2,1,0,0,0.076088618,0,25.5942
1085,Plate 12 Well C6,126,C6,B,1,2,1,0.090738105,4.667777778,1.075599331,0.993854854,202.3572667
1086,Plate 12 Well C7,127,C7,B,1,2,1,0,0,0.005720086,0,19.01156667
1087,Plate 12 Well C8,128,C8,B,1,2,1,0.114188,4.667777778,1.026131458,0.999030942,187.6972
1088,Plate 12 Well C9,129,C9,B,1,2,1,0,0,0.048930153,0,21.13666667
1089,Plate 12 Well C10,130,C10,B,1,2,1,0.039251563,39.33444444,0.060374634,0.995876158,25.42693333
1090,Plate 12 Well C11,131,C11,B,1,2,1,0,0,0.031167105,0,20.66243333
1091,Plate 12 Well C12,132,C12,B,1,2,1,0.063671337,166.6716667,0.395942181,0.996329021,30.36553333
1092,Plate 12 Well D1,133,D1,B,1,2,1,0.063533353,26.00111111,1.24883514,0.99991296,62.98283333
1093,Plate 12 Well D2,134,D2,B,1,2,1,0,0,0.057190393,0,25.51536667
1094,Plate 12 Well D3,135,D3,B,1,2,1,0.003402917,27.66777778,0.592732718,0.990789086,123.9275667
1095,Plate 12 Well D4,136,D4,B,1,2,1,0.087221764,6.334444444,0.855387179,0.999428777,115.2671667
1096,Plate 12 Well D5,137,D5,B,1,2,1,0.080931721,4.667777778,0.751385375,0.992449706,126.2514
1097,Plate 12 Well D6,138,D6,B,1,2,1,0,0,0.036323812,0,20.99616667
1098,Plate 12 Well D7,139,D7,B,1,2,1,-0.041320105,12.33444444,0.055526281,-0.990684788,24.9475
1099,Plate 12 Well D8,140,D8,B,1,2,1,0,0,0.048329633,0,21.70256667
1100,Plate 12 Well D9,141,D9,B,1,2,1,0.085537219,4.667777778,1.184799032,0.997092012,215.6878333
1101,Plate 12 Well D10,142,D10,B,1,2,1,0,0,0.035174495,0,21.51486667
1102,Plate 12 Well D11,143,D11,B,1,2,1,-0.010091102,61.33555556,0.500953549,-0.99127209,66.99003333
1103,Plate 12 Well D12,144,D12,B,1,2,1,-0.077192864,17.66777778,0.184851269,-0.992864117,28.04483333
1104,Plate 12 Well E1,145,E1,B,1,2,1,0,0,0.031858415,0,20.46466667
1105,Plate 12 Well E2,146,E2,B,1,2,1,0.105663129,33.33444444,0.928822494,0.999708923,99.541
1106,Plate 12 Well E3,147,E3,B,1,2,1,0.182233809,16.33444444,0.828598809,0.999157583,111.4386333
1107,Plate 12 Well E4,148,E4,B,1,2,1,0,0,0.027563646,0,20.80133333
1108,Plate 12 Well E5,149,E5,B,1,2,1,0,0,0.071468498,0,21.8199
1109,Plate 12 Well E6,150,E6,B,1,2,1,0.144807212,38.00111111,0.633884034,0.999903532,55.683
1110,Plate 12 Well E7,151,E7,B,1,2,1,0,0,0.031026343,0,20.46983333
1111,Plate 12 Well E8,152,E8,B,1,2,1,0.07969265,15.66777778,1.214664984,0.999460159,86.34093333
1112,Plate 12 Well E9,153,E9,B,1,2,1,0.08416361,11.33444444,1.259188756,0.999487225,100.7748667
1113,Plate 12 Well E10,154,E10,B,1,2,1,0.115127994,25.00111111,0.644321257,0.999955103,83.87526667
1114,Plate 12 Well E11,155,E11,B,1,2,1,-0.068561896,17.00111111,0.192894829,-0.990587935,28.36943333
1115,Plate 12 Well E12,156,E12,B,1,2,1,0.11736866,21.00111111,0.662649733,0.999927728,88.88543333
