TreeTipLabel,Dataset,Lineage,Subphylogroup,Phylogroup,NewTreeTipLabel,SampleName
F|129-Stp-Lc12-3_t07,Conwill2022,biogeo8,C.1,C,Adult 6 - Lineage 8,F:129-Stp-Lc12-3_t07
F|132-Stp-Lc10-2_t07,Conwill2022,biogeo8,C.1,C,Adult 6 - Lineage 8,F:132-Stp-Lc10-2_t07
F|139-Stp-Lc14-1_t07,Conwill2022,biogeo37,F.3,F,Adult 6 - Lineage 37,F:139-Stp-Lc14-1_t07
F|139-Stp-Lc14-2_t07,Conwill2022,biogeo37,F.3,F,Adult 6 - Lineage 37,F:139-Stp-Lc14-2_t07
F|139-Stp-Lc14-3_t07,Conwill2022,biogeo37,F.3,F,Adult 6 - Lineage 37,F:139-Stp-Lc14-3_t07
F|140-Stp-Lc14-1_t07,Conwill2022,biogeo5,A.3,A,Adult 6 - Lineage 5,F:140-Stp-Lc14-1_t07
F|140-Stp-Lc14-2_t07,Conwill2022,biogeo5,A.3,A,Adult 6 - Lineage 5,F:140-Stp-Lc14-2_t07
F|141-Stp-Lc14-1_t07,Conwill2022,biogeo8,C.1,C,Adult 6 - Lineage 8,F:141-Stp-Lc14-1_t07
F|141-Stp-Lc14-2_t07,Conwill2022,biogeo8,C.1,C,Adult 6 - Lineage 8,F:141-Stp-Lc14-2_t07
F|141-Stp-Lc14-3_t07,Conwill2022,biogeo8,C.1,C,Adult 6 - Lineage 8,F:141-Stp-Lc14-3_t07
F|143-Stp-Lc15-2_t07,Conwill2022,biogeo8,C.1,C,Adult 6 - Lineage 8,F:143-Stp-Lc15-2_t07
F|145-Stp-Lc11-2_t07,Conwill2022,biogeo8,C.1,C,Adult 6 - Lineage 8,F:145-Stp-Lc11-2_t07
F|147-Stp-Lc16-3_t07,Conwill2022,biogeo8,C.1,C,Adult 6 - Lineage 8,F:147-Stp-Lc16-3_t07
F|148-Stp-Lc16-3_t07,Conwill2022,biogeo5,A.3,A,Adult 6 - Lineage 5,F:148-Stp-Lc16-3_t07
F|148-Stp-Lc16-4_t07,Conwill2022,biogeo5,A.3,A,Adult 6 - Lineage 5,F:148-Stp-Lc16-4_t07
F|160-Stp-No20-2_t07,Conwill2022,biogeo5,A.3,A,Adult 6 - Lineage 5,F:160-Stp-No20-2_t07
F|160-Stp-No20-3_t07,Conwill2022,biogeo5,A.3,A,Adult 6 - Lineage 5,F:160-Stp-No20-3_t07
F|160-Stp-No20-4_t07,Conwill2022,biogeo5,A.3,A,Adult 6 - Lineage 5,F:160-Stp-No20-4_t07
F|161-Stp-No21-1_t07,Conwill2022,biogeo5,A.3,A,Adult 6 - Lineage 5,F:161-Stp-No21-1_t07
F|161-Stp-No21-2_t07,Conwill2022,biogeo5,A.3,A,Adult 6 - Lineage 5,F:161-Stp-No21-2_t07
F|161-Stp-No21-3_t07,Conwill2022,biogeo5,A.3,A,Adult 6 - Lineage 5,F:161-Stp-No21-3_t07
F|161-Stp-No21-4_t07,Conwill2022,biogeo5,A.3,A,Adult 6 - Lineage 5,F:161-Stp-No21-4_t07
F|166-Stp-Rc23-1_t07,Conwill2022,biogeo5,A.3,A,Adult 6 - Lineage 5,F:166-Stp-Rc23-1_t07
F|166-Stp-Rc23-2_t07,Conwill2022,biogeo5,A.3,A,Adult 6 - Lineage 5,F:166-Stp-Rc23-2_t07
F|166-Stp-Rc23-3_t07,Conwill2022,biogeo5,A.3,A,Adult 6 - Lineage 5,F:166-Stp-Rc23-3_t07
F|166-Stp-Rc23-4_t07,Conwill2022,biogeo5,A.3,A,Adult 6 - Lineage 5,F:166-Stp-Rc23-4_t07
F|168-Stp-Rc22-1_t07,Conwill2022,biogeo5,A.3,A,Adult 6 - Lineage 5,F:168-Stp-Rc22-1_t07
F|168-Stp-Rc22-2_t07,Conwill2022,biogeo5,A.3,A,Adult 6 - Lineage 5,F:168-Stp-Rc22-2_t07
F|168-Stp-Rc22-3_t07,Conwill2022,biogeo5,A.3,A,Adult 6 - Lineage 5,F:168-Stp-Rc22-3_t07
F|168-Stp-Rc22-4_t07,Conwill2022,biogeo5,A.3,A,Adult 6 - Lineage 5,F:168-Stp-Rc22-4_t07
F|170-Stp-Rc24-1_t07,Conwill2022,biogeo5,A.3,A,Adult 6 - Lineage 5,F:170-Stp-Rc24-1_t07
F|170-Stp-Rc24-2_t07,Conwill2022,biogeo5,A.3,A,Adult 6 - Lineage 5,F:170-Stp-Rc24-2_t07
F|170-Stp-Rc24-3_t07,Conwill2022,biogeo5,A.3,A,Adult 6 - Lineage 5,F:170-Stp-Rc24-3_t07
F|170-Stp-Rc24-4_t07,Conwill2022,biogeo5,A.3,A,Adult 6 - Lineage 5,F:170-Stp-Rc24-4_t07
F|172-Stp-Rc19-1_t07,Conwill2022,biogeo5,A.3,A,Adult 6 - Lineage 5,F:172-Stp-Rc19-1_t07
F|172-Stp-Rc19-2_t07,Conwill2022,biogeo5,A.3,A,Adult 6 - Lineage 5,F:172-Stp-Rc19-2_t07
F|172-Stp-Rc19-3_t07,Conwill2022,biogeo5,A.3,A,Adult 6 - Lineage 5,F:172-Stp-Rc19-3_t07
F|172-Stp-Rc19-4_t07,Conwill2022,biogeo5,A.3,A,Adult 6 - Lineage 5,F:172-Stp-Rc19-4_t07
F|181-Scr-Rc-3_t07,Conwill2022,biogeo5,A.3,A,Adult 6 - Lineage 5,F:181-Scr-Rc-3_t07
F|181-Scr-Rc-4_t07,Conwill2022,biogeo5,A.3,A,Adult 6 - Lineage 5,F:181-Scr-Rc-4_t07
F|182-Scr-Lc-2_t07,Conwill2022,biogeo49,F.3,F,Adult 6 - Lineage 49,F:182-Scr-Lc-2_t07
F|183-Scr-crFo-1_t07,Conwill2022,biogeo5,A.3,A,Adult 6 - Lineage 5,F:183-Scr-crFo-1_t07
F|183-Scr-crFo-2_t07,Conwill2022,biogeo5,A.3,A,Adult 6 - Lineage 5,F:183-Scr-crFo-2_t07
F|185-Scr-Fo-1_t07,Conwill2022,biogeo49,F.3,F,Adult 6 - Lineage 49,F:185-Scr-Fo-1_t07
F|188-Scr-ccCh-2_t07,Conwill2022,biogeo5,A.3,A,Adult 6 - Lineage 5,F:188-Scr-ccCh-2_t07
F|189-Scr-crCh-1_t07,Conwill2022,biogeo5,A.3,A,Adult 6 - Lineage 5,F:189-Scr-crCh-1_t07
F|189-Scr-crCh-3_t07,Conwill2022,biogeo5,A.3,A,Adult 6 - Lineage 5,F:189-Scr-crCh-3_t07
F|190-Scr-crSh-1_t07,Conwill2022,biogeo49,F.3,F,Adult 6 - Lineage 49,F:190-Scr-crSh-1_t07
F|190-Scr-crSh-3_t07,Conwill2022,biogeo37,F.3,F,Adult 6 - Lineage 37,F:190-Scr-crSh-3_t07
F|192-Scr-clCh-2_t07,Conwill2022,biogeo5,A.3,A,Adult 6 - Lineage 5,F:192-Scr-clCh-2_t07
F|193-Scr-clCh-1_t07,Conwill2022,biogeo5,A.3,A,Adult 6 - Lineage 5,F:193-Scr-clCh-1_t07
F|193-Scr-clCh-3_t07,Conwill2022,biogeo5,A.3,A,Adult 6 - Lineage 5,F:193-Scr-clCh-3_t07
H|312-Scr-Fo-1_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:312-Scr-Fo-1_t11
H|312-Scr-Fo-2_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:312-Scr-Fo-2_t11
H|312-Scr-Fo-3_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:312-Scr-Fo-3_t11
H|312-Scr-Fo-4_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:312-Scr-Fo-4_t11
H|312-Scr-Fo-5_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:312-Scr-Fo-5_t11
H|312-Scr-Fo-6_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:312-Scr-Fo-6_t11
H|313-Scr-Rc-1_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:313-Scr-Rc-1_t11
H|313-Scr-Rc-2_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:313-Scr-Rc-2_t11
H|313-Scr-Rc-3_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:313-Scr-Rc-3_t11
H|313-Scr-Rc-4_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:313-Scr-Rc-4_t11
H|313-Scr-Rc-5_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:313-Scr-Rc-5_t11
H|313-Scr-Rc-6_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:313-Scr-Rc-6_t11
H|314-Scr-Lc-1_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:314-Scr-Lc-1_t11
H|314-Scr-Lc-2_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:314-Scr-Lc-2_t11
H|314-Scr-Lc-3_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:314-Scr-Lc-3_t11
H|314-Scr-Lc-4_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:314-Scr-Lc-4_t11
H|314-Scr-Lc-5_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:314-Scr-Lc-5_t11
H|314-Scr-Lc-6_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:314-Scr-Lc-6_t11
H|315-Scr-crNo-1_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:315-Scr-crNo-1_t11
H|315-Scr-crNo-2_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:315-Scr-crNo-2_t11
H|315-Scr-crNo-3_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:315-Scr-crNo-3_t11
H|315-Scr-crNo-5_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:315-Scr-crNo-5_t11
H|315-Scr-crNo-6_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:315-Scr-crNo-6_t11
H|316-Scr-clNo-1_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:316-Scr-clNo-1_t11
H|316-Scr-clNo-4_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:316-Scr-clNo-4_t11
H|317-Scr-Ch-1_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:317-Scr-Ch-1_t11
H|317-Scr-Ch-2_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:317-Scr-Ch-2_t11
H|317-Scr-Ch-3_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:317-Scr-Ch-3_t11
H|317-Scr-Ch-4_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:317-Scr-Ch-4_t11
H|318-Scr-trBa-1_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:318-Scr-trBa-1_t11
H|318-Scr-trBa-2_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:318-Scr-trBa-2_t11
H|318-Scr-trBa-3_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:318-Scr-trBa-3_t11
H|318-Scr-trBa-4_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:318-Scr-trBa-4_t11
H|318-Scr-trBa-5_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:318-Scr-trBa-5_t11
H|318-Scr-trBa-6_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:318-Scr-trBa-6_t11
H|319-Scr-brBa-1_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:319-Scr-brBa-1_t11
H|319-Scr-brBa-2_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:319-Scr-brBa-2_t11
H|319-Scr-brBa-3_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:319-Scr-brBa-3_t11
H|319-Scr-brBa-4_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:319-Scr-brBa-4_t11
H|319-Scr-brBa-5_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:319-Scr-brBa-5_t11
H|319-Scr-brBa-6_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:319-Scr-brBa-6_t11
H|321-Scr-clLc-1_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:321-Scr-clLc-1_t11
H|321-Scr-clLc-2_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:321-Scr-clLc-2_t11
H|321-Scr-clLc-4_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:321-Scr-clLc-4_t11
H|321-Scr-clLc-5_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:321-Scr-clLc-5_t11
H|321-Scr-clLc-6_t11,Conwill2022,biogeo4,A.1,A,Adult 8 - Lineage 4,H:321-Scr-clLc-6_t11
I|330-Scr-Fo-2_t11,Conwill2022,biogeo9,F.3,F,Adult 9 - Lineage 9,I:330-Scr-Fo-2_t11
I|330-Scr-Fo-6_t11,Conwill2022,biogeo27,F.3,F,Adult 9 - Lineage 27,I:330-Scr-Fo-6_t11
I|331-Scr-Rc-5_t11,Conwill2022,biogeo9,F.3,F,Adult 9 - Lineage 9,I:331-Scr-Rc-5_t11
I|331-Scr-Rc-6_t11,Conwill2022,biogeo27,F.3,F,Adult 9 - Lineage 27,I:331-Scr-Rc-6_t11
I|332-Scr-Lc-3_t11,Conwill2022,biogeo9,F.3,F,Adult 9 - Lineage 9,I:332-Scr-Lc-3_t11
I|332-Scr-Lc-4_t11,Conwill2022,biogeo9,F.3,F,Adult 9 - Lineage 9,I:332-Scr-Lc-4_t11
I|333-Scr-crRc-1_t11,Conwill2022,biogeo9,F.3,F,Adult 9 - Lineage 9,I:333-Scr-crRc-1_t11
I|333-Scr-crRc-2_t11,Conwill2022,biogeo9,F.3,F,Adult 9 - Lineage 9,I:333-Scr-crRc-2_t11
I|333-Scr-crRc-3_t11,Conwill2022,biogeo9,F.3,F,Adult 9 - Lineage 9,I:333-Scr-crRc-3_t11
I|333-Scr-crRc-4_t11,Conwill2022,biogeo9,F.3,F,Adult 9 - Lineage 9,I:333-Scr-crRc-4_t11
I|334-Scr-clLc-1_t11,Conwill2022,biogeo9,F.3,F,Adult 9 - Lineage 9,I:334-Scr-clLc-1_t11
I|334-Scr-clLc-3_t11,Conwill2022,biogeo27,F.3,F,Adult 9 - Lineage 27,I:334-Scr-clLc-3_t11
I|334-Scr-clLc-4_t11,Conwill2022,biogeo27,F.3,F,Adult 9 - Lineage 27,I:334-Scr-clLc-4_t11
I|336-Scr-trBa-1_t11,Conwill2022,biogeo9,F.3,F,Adult 9 - Lineage 9,I:336-Scr-trBa-1_t11
I|336-Scr-trBa-2_t11,Conwill2022,biogeo9,F.3,F,Adult 9 - Lineage 9,I:336-Scr-trBa-2_t11
I|336-Scr-trBa-3_t11,Conwill2022,biogeo9,F.3,F,Adult 9 - Lineage 9,I:336-Scr-trBa-3_t11
I|336-Scr-trBa-4_t11,Conwill2022,biogeo9,F.3,F,Adult 9 - Lineage 9,I:336-Scr-trBa-4_t11
I|338-Scr-crNo-1_t11,Conwill2022,biogeo27,F.3,F,Adult 9 - Lineage 27,I:338-Scr-crNo-1_t11
I|339-Scr-clNo-1_t11,Conwill2022,biogeo9,F.3,F,Adult 9 - Lineage 9,I:339-Scr-clNo-1_t11
I|339-Scr-clNo-3_t11,Conwill2022,biogeo9,F.3,F,Adult 9 - Lineage 9,I:339-Scr-clNo-3_t11
I|339-Scr-clNo-4_t11,Conwill2022,biogeo9,F.3,F,Adult 9 - Lineage 9,I:339-Scr-clNo-4_t11
I|340-Scr-ccBa-1_t11,Conwill2022,biogeo9,F.3,F,Adult 9 - Lineage 9,I:340-Scr-ccBa-1_t11
I|340-Scr-ccBa-3_t11,Conwill2022,biogeo9,F.3,F,Adult 9 - Lineage 9,I:340-Scr-ccBa-3_t11
I|340-Scr-ccBa-4_t11,Conwill2022,biogeo9,F.3,F,Adult 9 - Lineage 9,I:340-Scr-ccBa-4_t11
I|340-Scr-ccBa-6_t11,Conwill2022,biogeo9,F.3,F,Adult 9 - Lineage 9,I:340-Scr-ccBa-6_t11
J|322-Scr-Fo-2_t11,Conwill2022,biogeo11,A.3,A,Adult 10 - Lineage 11,J:322-Scr-Fo-2_t11
J|322-Scr-Fo-4_t11,Conwill2022,biogeo11,A.3,A,Adult 10 - Lineage 11,J:322-Scr-Fo-4_t11
J|322-Scr-Fo-5_t11,Conwill2022,biogeo11,A.3,A,Adult 10 - Lineage 11,J:322-Scr-Fo-5_t11
J|323-Scr-Rc-1_t11,Conwill2022,biogeo11,A.3,A,Adult 10 - Lineage 11,J:323-Scr-Rc-1_t11
J|323-Scr-Rc-2_t11,Conwill2022,biogeo11,A.3,A,Adult 10 - Lineage 11,J:323-Scr-Rc-2_t11
J|323-Scr-Rc-5_t11,Conwill2022,biogeo11,A.3,A,Adult 10 - Lineage 11,J:323-Scr-Rc-5_t11
J|323-Scr-Rc-7_t11,Conwill2022,biogeo11,A.3,A,Adult 10 - Lineage 11,J:323-Scr-Rc-7_t11
J|326-Scr-clNo-1_t11,Conwill2022,biogeo11,A.3,A,Adult 10 - Lineage 11,J:326-Scr-clNo-1_t11
J|326-Scr-clNo-2_t11,Conwill2022,biogeo11,A.3,A,Adult 10 - Lineage 11,J:326-Scr-clNo-2_t11
J|326-Scr-clNo-3_t11,Conwill2022,biogeo11,A.3,A,Adult 10 - Lineage 11,J:326-Scr-clNo-3_t11
J|326-Scr-clNo-4_t11,Conwill2022,biogeo11,A.3,A,Adult 10 - Lineage 11,J:326-Scr-clNo-4_t11
J|326-Scr-clNo-5_t11,Conwill2022,biogeo11,A.3,A,Adult 10 - Lineage 11,J:326-Scr-clNo-5_t11
J|326-Scr-clNo-6_t11,Conwill2022,biogeo11,A.3,A,Adult 10 - Lineage 11,J:326-Scr-clNo-6_t11
J|327-Scr-Ch-1_t11,Conwill2022,biogeo11,A.3,A,Adult 10 - Lineage 11,J:327-Scr-Ch-1_t11
J|327-Scr-Ch-2_t11,Conwill2022,biogeo11,A.3,A,Adult 10 - Lineage 11,J:327-Scr-Ch-2_t11
J|327-Scr-Ch-3_t11,Conwill2022,biogeo11,A.3,A,Adult 10 - Lineage 11,J:327-Scr-Ch-3_t11
J|329-Scr-tlBa-2_t11,Conwill2022,biogeo11,A.3,A,Adult 10 - Lineage 11,J:329-Scr-tlBa-2_t11
K|341-Scr-Fo-2_t11,Conwill2022,biogeo34,K.3,K,Adult 11 - Lineage 34,K:341-Scr-Fo-2_t11
K|341-Scr-Fo-3_t11,Conwill2022,biogeo34,K.3,K,Adult 11 - Lineage 34,K:341-Scr-Fo-3_t11
K|341-Scr-Fo-4_t11,Conwill2022,biogeo34,K.3,K,Adult 11 - Lineage 34,K:341-Scr-Fo-4_t11
K|341-Scr-Fo-5_t11,Conwill2022,biogeo34,K.3,K,Adult 11 - Lineage 34,K:341-Scr-Fo-5_t11
K|342-Scr-Rc-2_t11,Conwill2022,biogeo28,A.3,A,Adult 11 - Lineage 28,K:342-Scr-Rc-2_t11
K|342-Scr-Rc-3_t11,Conwill2022,biogeo17,A.3,A,Adult 11 - Lineage 17,K:342-Scr-Rc-3_t11
K|343-Scr-Lc-2_t11,Conwill2022,biogeo28,A.3,A,Adult 11 - Lineage 28,K:343-Scr-Lc-2_t11
K|343-Scr-Lc-3_t11,Conwill2022,biogeo17,A.3,A,Adult 11 - Lineage 17,K:343-Scr-Lc-3_t11
K|343-Scr-Lc-4_t11,Conwill2022,biogeo17,A.3,A,Adult 11 - Lineage 17,K:343-Scr-Lc-4_t11
K|344-Scr-crNo-1_t11,Conwill2022,biogeo28,A.3,A,Adult 11 - Lineage 28,K:344-Scr-crNo-1_t11
K|344-Scr-crNo-2_t11,Conwill2022,biogeo28,A.3,A,Adult 11 - Lineage 28,K:344-Scr-crNo-2_t11
K|344-Scr-crNo-4_t11,Conwill2022,biogeo17,A.3,A,Adult 11 - Lineage 17,K:344-Scr-crNo-4_t11
K|344-Scr-crNo-5_t11,Conwill2022,biogeo17,A.3,A,Adult 11 - Lineage 17,K:344-Scr-crNo-5_t11
K|345-Scr-clNo-1_t11,Conwill2022,biogeo17,A.3,A,Adult 11 - Lineage 17,K:345-Scr-clNo-1_t11
K|345-Scr-clNo-2_t11,Conwill2022,biogeo17,A.3,A,Adult 11 - Lineage 17,K:345-Scr-clNo-2_t11
K|345-Scr-clNo-4_t11,Conwill2022,biogeo17,A.3,A,Adult 11 - Lineage 17,K:345-Scr-clNo-4_t11
K|345-Scr-clNo-5_t11,Conwill2022,biogeo17,A.3,A,Adult 11 - Lineage 17,K:345-Scr-clNo-5_t11
K|345-Scr-clNo-6_t11,Conwill2022,biogeo28,A.3,A,Adult 11 - Lineage 28,K:345-Scr-clNo-6_t11
L|357-Scr-Fo-1_t11,Conwill2022,biogeo7,A.1,A,Adult 12 - Lineage 7,L:357-Scr-Fo-1_t11
L|357-Scr-Fo-2_t11,Conwill2022,biogeo7,A.1,A,Adult 12 - Lineage 7,L:357-Scr-Fo-2_t11
L|357-Scr-Fo-3_t11,Conwill2022,biogeo7,A.1,A,Adult 12 - Lineage 7,L:357-Scr-Fo-3_t11
L|357-Scr-Fo-5_t11,Conwill2022,biogeo7,A.1,A,Adult 12 - Lineage 7,L:357-Scr-Fo-5_t11
L|357-Scr-Fo-6_t11,Conwill2022,biogeo7,A.1,A,Adult 12 - Lineage 7,L:357-Scr-Fo-6_t11
L|358-Scr-Rc-1_t11,Conwill2022,biogeo7,A.1,A,Adult 12 - Lineage 7,L:358-Scr-Rc-1_t11
L|358-Scr-Rc-3_t11,Conwill2022,biogeo7,A.1,A,Adult 12 - Lineage 7,L:358-Scr-Rc-3_t11
L|358-Scr-Rc-4_t11,Conwill2022,biogeo7,A.1,A,Adult 12 - Lineage 7,L:358-Scr-Rc-4_t11
L|359-Scr-Lc-1_t11,Conwill2022,biogeo7,A.1,A,Adult 12 - Lineage 7,L:359-Scr-Lc-1_t11
L|359-Scr-Lc-3_t11,Conwill2022,biogeo7,A.1,A,Adult 12 - Lineage 7,L:359-Scr-Lc-3_t11
L|359-Scr-Lc-4_t11,Conwill2022,biogeo7,A.1,A,Adult 12 - Lineage 7,L:359-Scr-Lc-4_t11
L|360-Scr-crNo-1_t11,Conwill2022,biogeo7,A.1,A,Adult 12 - Lineage 7,L:360-Scr-crNo-1_t11
L|360-Scr-crNo-3_t11,Conwill2022,biogeo7,A.1,A,Adult 12 - Lineage 7,L:360-Scr-crNo-3_t11
L|360-Scr-crNo-4_t11,Conwill2022,biogeo7,A.1,A,Adult 12 - Lineage 7,L:360-Scr-crNo-4_t11
L|361-Scr-clNo-1_t11,Conwill2022,biogeo7,A.1,A,Adult 12 - Lineage 7,L:361-Scr-clNo-1_t11
L|361-Scr-clNo-3_t11,Conwill2022,biogeo7,A.1,A,Adult 12 - Lineage 7,L:361-Scr-clNo-3_t11
L|361-Scr-clNo-4_t11,Conwill2022,biogeo7,A.1,A,Adult 12 - Lineage 7,L:361-Scr-clNo-4_t11
L|361-Scr-clNo-6_t11,Conwill2022,biogeo7,A.1,A,Adult 12 - Lineage 7,L:361-Scr-clNo-6_t11
L|362-Scr-Ch-1_t11,Conwill2022,biogeo7,A.1,A,Adult 12 - Lineage 7,L:362-Scr-Ch-1_t11
L|362-Scr-Ch-2_t11,Conwill2022,biogeo7,A.1,A,Adult 12 - Lineage 7,L:362-Scr-Ch-2_t11
L|362-Scr-Ch-3_t11,Conwill2022,biogeo7,A.1,A,Adult 12 - Lineage 7,L:362-Scr-Ch-3_t11
L|362-Scr-Ch-4_t11,Conwill2022,biogeo7,A.1,A,Adult 12 - Lineage 7,L:362-Scr-Ch-4_t11
L|362-Scr-Ch-5_t11,Conwill2022,biogeo7,A.1,A,Adult 12 - Lineage 7,L:362-Scr-Ch-5_t11
L|362-Scr-Ch-6_t11,Conwill2022,biogeo7,A.1,A,Adult 12 - Lineage 7,L:362-Scr-Ch-6_t11
L|363-Scr-trBa-1_t11,Conwill2022,biogeo7,A.1,A,Adult 12 - Lineage 7,L:363-Scr-trBa-1_t11
L|363-Scr-trBa-2_t11,Conwill2022,biogeo7,A.1,A,Adult 12 - Lineage 7,L:363-Scr-trBa-2_t11
L|363-Scr-trBa-3_t11,Conwill2022,biogeo7,A.1,A,Adult 12 - Lineage 7,L:363-Scr-trBa-3_t11
L|363-Scr-trBa-4_t11,Conwill2022,biogeo7,A.1,A,Adult 12 - Lineage 7,L:363-Scr-trBa-4_t11
L|364-Scr-tlBa-3_t11,Conwill2022,biogeo7,A.1,A,Adult 12 - Lineage 7,L:364-Scr-tlBa-3_t11
L|364-Scr-tlBa-4_t11,Conwill2022,biogeo7,A.1,A,Adult 12 - Lineage 7,L:364-Scr-tlBa-4_t11
M|349-Scr-Fo-1_t11,Conwill2022,biogeo25,K.3,K,Adult 13 - Lineage 25,M:349-Scr-Fo-1_t11
M|349-Scr-Fo-2_t11,Conwill2022,biogeo25,K.3,K,Adult 13 - Lineage 25,M:349-Scr-Fo-2_t11
M|349-Scr-Fo-3_t11,Conwill2022,biogeo25,K.3,K,Adult 13 - Lineage 25,M:349-Scr-Fo-3_t11
M|349-Scr-Fo-6_t11,Conwill2022,biogeo25,K.3,K,Adult 13 - Lineage 25,M:349-Scr-Fo-6_t11
M|350-Scr-Rc-1_t11,Conwill2022,biogeo46,H.2,H,Adult 13 - Lineage 46,M:350-Scr-Rc-1_t11
M|350-Scr-Rc-2_t11,Conwill2022,biogeo46,H.2,H,Adult 13 - Lineage 46,M:350-Scr-Rc-2_t11
M|350-Scr-Rc-3_t11,Conwill2022,biogeo46,H.2,H,Adult 13 - Lineage 46,M:350-Scr-Rc-3_t11
M|350-Scr-Rc-4_t11,Conwill2022,biogeo25,K.3,K,Adult 13 - Lineage 25,M:350-Scr-Rc-4_t11
M|352-Scr-crNo-1_t11,Conwill2022,biogeo22,A.3,A,Adult 13 - Lineage 22,M:352-Scr-crNo-1_t11
M|352-Scr-crNo-3_t11,Conwill2022,biogeo44,D.1,D,Adult 13 - Lineage 44,M:352-Scr-crNo-3_t11
M|352-Scr-crNo-4_t11,Conwill2022,biogeo44,D.1,D,Adult 13 - Lineage 44,M:352-Scr-crNo-4_t11
M|352-Scr-crNo-6_t11,Conwill2022,biogeo22,A.3,A,Adult 13 - Lineage 22,M:352-Scr-crNo-6_t11
M|353-Scr-clNo-1_t11,Conwill2022,biogeo22,A.3,A,Adult 13 - Lineage 22,M:353-Scr-clNo-1_t11
M|353-Scr-clNo-2_t11,Conwill2022,biogeo22,A.3,A,Adult 13 - Lineage 22,M:353-Scr-clNo-2_t11
M|353-Scr-clNo-5_t11,Conwill2022,biogeo44,D.1,D,Adult 13 - Lineage 44,M:353-Scr-clNo-5_t11
M|353-Scr-clNo-6_t11,Conwill2022,biogeo22,A.3,A,Adult 13 - Lineage 22,M:353-Scr-clNo-6_t11
M|354-Scr-Ch-1_t11,Conwill2022,biogeo22,A.3,A,Adult 13 - Lineage 22,M:354-Scr-Ch-1_t11
N|365-Scr-Fo-2_t11,Conwill2022,biogeo15,A.3,A,Adult 14 - Lineage 15,N:365-Scr-Fo-2_t11
N|365-Scr-Fo-3_t11,Conwill2022,biogeo15,A.3,A,Adult 14 - Lineage 15,N:365-Scr-Fo-3_t11
