Study Author,Year,BioProject,Region,SampleName,tot_reads,Coryne,Cuti,Other,Staph,Strep
Zhou,2023,PRJNA1040852,Europe,V52D,1150884,35301,623061,212579,201453,78490
Zhou,2023,PRJNA1040852,Europe,V52G,340260,18341,153685,101148,27693,39393
Zhou,2023,PRJNA1040852,Europe,V53D,765474,158435,489864,83523,27723,5929
Zhou,2023,PRJNA1040852,Europe,V53G,749032,116412,485606,103787,32398,10829
Zhou,2023,PRJNA1040852,Europe,V54D,5929672,192118,5269429,253013,197504,17608
Zhou,2023,PRJNA1040852,Europe,V54G,5271087,256412,4501804,325944,145119,41808
Zhou,2023,PRJNA1040852,Europe,V55D,1642389,4993,1534584,41241,59370,2201
Zhou,2023,PRJNA1040852,Europe,V55G,4416118,25896,4025360,184527,174016,6319
Zhou,2023,PRJNA1040852,Europe,V56D,4338083,390569,2582697,1241500,86272,37045
Zhou,2023,PRJNA1040852,Europe,V56G,10278051,649831,5884709,3525763,181577,36171
Zhou,2023,PRJNA1040852,Europe,V57D,2404843,9768,2347260,33147,11177,3491
Zhou,2023,PRJNA1040852,Europe,V57G,1591209,5167,1551056,23070,7565,4351
Zhou,2023,PRJNA1040852,Europe,V58D,2780284,700794,1850678,155920,31384,41508
Zhou,2023,PRJNA1040852,Europe,V58G,5610479,1346504,2986367,875261,114152,288195
Zhou,2023,PRJNA1040852,Europe,V5D,1511894,14853,1378562,31638,79636,7205
Zhou,2023,PRJNA1040852,Europe,V5G,11009116,124756,10047271,328188,458509,50392
Zhou,2023,PRJNA1040852,Europe,V7D,601369,10809,326283,153119,97917,13241
Zhou,2023,PRJNA1040852,Europe,V7G,991581,19200,631344,159256,156874,24907
Zhou,2023,PRJNA1040852,Europe,V8D,868114,164250,489208,145318,48429,20909
Zhou,2023,PRJNA1040852,Europe,V8G,628814,98479,367084,91393,61359,10499
Zhou,2023,PRJNA1040852,Europe,V9D,548939,22471,313338,146081,62325,4724
Zhou,2023,PRJNA1040852,Europe,V9G,243592,9373,125250,77678,27945,3346
