TreeTipLabel,Dataset,Lineage,Subphylogroup,Phylogroup,NewTreeTipLabel,SampleName
S2AA3K_9YD66,Baker2023,acera50,A.3,A,Family 2 - Child 1 - Lineage 50 - TP3,2AA3K_9YD66
S2AA3K_9YD68,Baker2023,acera50,A.3,A,Family 2 - Child 1 - Lineage 50 - TP3,2AA3K_9YD68
S2AA3K_9YD69,Baker2023,acera90,A.3,A,Family 2 - Child 1 - Lineage 90 - TP3,2AA3K_9YD69
S2AA3K_9YD70,Baker2023,acera50,A.3,A,Family 2 - Child 1 - Lineage 50 - TP3,2AA3K_9YD70
S2AA3K_9YD71,Baker2023,acera50,A.3,A,Family 2 - Child 1 - Lineage 50 - TP3,2AA3K_9YD71
S2AA3N_23YBC49,Baker2023,acera50,A.3,A,Family 2 - Child 1 - Lineage 50 - TP3,2AA3N_23YBC49
S2AA3N_23YBC50,Baker2023,acera50,A.3,A,Family 2 - Child 1 - Lineage 50 - TP3,2AA3N_23YBC50
S2AA3N_23YBC52,Baker2023,acera50,A.3,A,Family 2 - Child 1 - Lineage 50 - TP3,2AA3N_23YBC52
S2AA3N_23YBC53,Baker2023,acera50,A.3,A,Family 2 - Child 1 - Lineage 50 - TP3,2AA3N_23YBC53
S2AA3N_23YBC54,Baker2023,acera50,A.3,A,Family 2 - Child 1 - Lineage 50 - TP3,2AA3N_23YBC54
S2AA3N_23YBC55,Baker2023,acera91,D.1,D,Family 2 - Child 1 - Lineage 91 - TP3,2AA3N_23YBC55
S2AA3N_23YBC56,Baker2023,acera50,A.3,A,Family 2 - Child 1 - Lineage 50 - TP3,2AA3N_23YBC56
S2AA3N_23YBC58,Baker2023,acera50,A.3,A,Family 2 - Child 1 - Lineage 50 - TP3,2AA3N_23YBC58
S2AA3N_23YBC59,Baker2023,acera50,A.3,A,Family 2 - Child 1 - Lineage 50 - TP3,2AA3N_23YBC59
S2AA3N_23YBC60,Baker2023,acera50,A.3,A,Family 2 - Child 1 - Lineage 50 - TP3,2AA3N_23YBC60
S2AA3N_9YD25,Baker2023,acera91,D.1,D,Family 2 - Child 1 - Lineage 91 - TP3,2AA3N_9YD25
S2AA3N_9YD26,Baker2023,acera50,A.3,A,Family 2 - Child 1 - Lineage 50 - TP3,2AA3N_9YD26
S2AA3N_9YD27,Baker2023,acera91,D.1,D,Family 2 - Child 1 - Lineage 91 - TP3,2AA3N_9YD27
S2AA3N_9YD28,Baker2023,acera50,A.3,A,Family 2 - Child 1 - Lineage 50 - TP3,2AA3N_9YD28
S2AA3N_9YD29,Baker2023,acera44,A.3,A,Family 2 - Child 1 - Lineage 44 - TP3,2AA3N_9YD29
S2AA3N_9YD30,Baker2023,acera50,A.3,A,Family 2 - Child 1 - Lineage 50 - TP3,2AA3N_9YD30
S2AA3N_9YD31,Baker2023,acera50,A.3,A,Family 2 - Child 1 - Lineage 50 - TP3,2AA3N_9YD31
S2AA3N_9YD35,Baker2023,acera50,A.3,A,Family 2 - Child 1 - Lineage 50 - TP3,2AA3N_9YD35
S2AA3N_9YD36,Baker2023,acera50,A.3,A,Family 2 - Child 1 - Lineage 50 - TP3,2AA3N_9YD36
S2AA3N_9YD37,Baker2023,acera91,D.1,D,Family 2 - Child 1 - Lineage 91 - TP3,2AA3N_9YD37
S2AA3N_9YD38,Baker2023,acera50,A.3,A,Family 2 - Child 1 - Lineage 50 - TP3,2AA3N_9YD38
S2AA3N_9YD39,Baker2023,acera50,A.3,A,Family 2 - Child 1 - Lineage 50 - TP3,2AA3N_9YD39
S2AA3N_9YD40,Baker2023,acera50,A.3,A,Family 2 - Child 1 - Lineage 50 - TP3,2AA3N_9YD40
S2AA3N_9YD41,Baker2023,acera50,A.3,A,Family 2 - Child 1 - Lineage 50 - TP3,2AA3N_9YD41
S2AA3N_9YD42,Baker2023,acera50,A.3,A,Family 2 - Child 1 - Lineage 50 - TP3,2AA3N_9YD42
S2AA3N_9YD44,Baker2023,acera50,A.3,A,Family 2 - Child 1 - Lineage 50 - TP3,2AA3N_9YD44
S2AA3N_9YD45,Baker2023,acera50,A.3,A,Family 2 - Child 1 - Lineage 50 - TP3,2AA3N_9YD45
S2AA3N_9YD47,Baker2023,acera50,A.3,A,Family 2 - Child 1 - Lineage 50 - TP3,2AA3N_9YD47
S2AB1C_X0332,Baker2023,acera67,K.1.2,K,Family 2 - Child 2 - Lineage 67 - TP1,2AB1C_X0332
S2AB1K_X0306,Baker2023,acera5,K.1.2,K,Family 2 - Child 2 - Lineage 5 - TP1,2AB1K_X0306
S2AB1K_X0307,Baker2023,acera49,D.1,D,Family 2 - Child 2 - Lineage 49 - TP1,2AB1K_X0307
S2AB1K_X0309,Baker2023,acera5,K.1.2,K,Family 2 - Child 2 - Lineage 5 - TP1,2AB1K_X0309
S2AB1K_X0310,Baker2023,acera49,D.1,D,Family 2 - Child 2 - Lineage 49 - TP1,2AB1K_X0310
S2PA1C_X0634,Baker2023,acera49,D.1,D,Family 2 - Adult 1 - Lineage 49 - TP1,2PA1C_X0634
S2PA1C_X0635,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1C_X0635
S2PA1C_X0637,Baker2023,acera49,D.1,D,Family 2 - Adult 1 - Lineage 49 - TP1,2PA1C_X0637
S2PA1C_X0638,Baker2023,acera81,K.1.2,K,Family 2 - Adult 1 - Lineage 81 - TP1,2PA1C_X0638
S2PA1C_X0639,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1C_X0639
S2PA1C_X0641,Baker2023,acera49,D.1,D,Family 2 - Adult 1 - Lineage 49 - TP1,2PA1C_X0641
S2PA1C_X0642,Baker2023,acera49,D.1,D,Family 2 - Adult 1 - Lineage 49 - TP1,2PA1C_X0642
S2PA1C_X0643,Baker2023,acera81,K.1.2,K,Family 2 - Adult 1 - Lineage 81 - TP1,2PA1C_X0643
S2PA1C_X0644,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1C_X0644
S2PA1C_X0645,Baker2023,acera49,D.1,D,Family 2 - Adult 1 - Lineage 49 - TP1,2PA1C_X0645
S2PA1C_X0646,Baker2023,acera49,D.1,D,Family 2 - Adult 1 - Lineage 49 - TP1,2PA1C_X0646
S2PA1C_X0648,Baker2023,acera128,K.1.2,K,Family 2 - Adult 1 - Lineage 128 - TP1,2PA1C_X0648
S2PA1C_X0649,Baker2023,acera49,D.1,D,Family 2 - Adult 1 - Lineage 49 - TP1,2PA1C_X0649
S2PA1C_X0650,Baker2023,acera49,D.1,D,Family 2 - Adult 1 - Lineage 49 - TP1,2PA1C_X0650
S2PA1C_X0651,Baker2023,acera49,D.1,D,Family 2 - Adult 1 - Lineage 49 - TP1,2PA1C_X0651
S2PA1C_X0653,Baker2023,acera115,K.1.2,K,Family 2 - Adult 1 - Lineage 115 - TP1,2PA1C_X0653
S2PA1C_X0655,Baker2023,acera82,K.1.2,K,Family 2 - Adult 1 - Lineage 82 - TP1,2PA1C_X0655
S2PA1C_X0656,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1C_X0656
S2PA1C_X0657,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1C_X0657
S2PA1C_X0659,Baker2023,acera49,D.1,D,Family 2 - Adult 1 - Lineage 49 - TP1,2PA1C_X0659
S2PA1C_X0660,Baker2023,acera49,D.1,D,Family 2 - Adult 1 - Lineage 49 - TP1,2PA1C_X0660
S2PA1C_X0661,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1C_X0661
S2PA1C_X0663,Baker2023,acera115,K.1.2,K,Family 2 - Adult 1 - Lineage 115 - TP1,2PA1C_X0663
S2PA1F_X0334,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1F_X0334
S2PA1F_X0335,Baker2023,acera128,K.1.2,K,Family 2 - Adult 1 - Lineage 128 - TP1,2PA1F_X0335
S2PA1F_X0336,Baker2023,acera49,D.1,D,Family 2 - Adult 1 - Lineage 49 - TP1,2PA1F_X0336
S2PA1F_X0337,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1F_X0337
S2PA1F_X0338,Baker2023,acera82,K.1.2,K,Family 2 - Adult 1 - Lineage 82 - TP1,2PA1F_X0338
S2PA1F_X0339,Baker2023,acera82,K.1.2,K,Family 2 - Adult 1 - Lineage 82 - TP1,2PA1F_X0339
S2PA1F_X0340,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1F_X0340
S2PA1F_X0341,Baker2023,acera82,K.1.2,K,Family 2 - Adult 1 - Lineage 82 - TP1,2PA1F_X0341
S2PA1F_X0342,Baker2023,acera49,D.1,D,Family 2 - Adult 1 - Lineage 49 - TP1,2PA1F_X0342
S2PA1F_X0344,Baker2023,acera82,K.1.2,K,Family 2 - Adult 1 - Lineage 82 - TP1,2PA1F_X0344
S2PA1F_X0345,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1F_X0345
S2PA1F_X0346,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1F_X0346
S2PA1F_X0347,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1F_X0347
S2PA1F_X0349,Baker2023,acera81,K.1.2,K,Family 2 - Adult 1 - Lineage 81 - TP1,2PA1F_X0349
S2PA1F_X0350,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1F_X0350
S2PA1F_X0351,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1F_X0351
S2PA1F_X0353,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1F_X0353
S2PA1F_X0354,Baker2023,acera81,K.1.2,K,Family 2 - Adult 1 - Lineage 81 - TP1,2PA1F_X0354
S2PA1F_X0355,Baker2023,acera82,K.1.2,K,Family 2 - Adult 1 - Lineage 82 - TP1,2PA1F_X0355
S2PA1F_X0356,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1F_X0356
S2PA1F_X0357,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1F_X0357
S2PA1F_X0358,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1F_X0358
S2PA1F_X0359,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1F_X0359
S2PA1F_X0360,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1F_X0360
S2PA1F_X0361,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1F_X0361
S2PA1F_X0362,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1F_X0362
S2PA1K_X0234,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1K_X0234
S2PA1K_X0235,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1K_X0235
S2PA1K_X0236,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1K_X0236
S2PA1K_X0237,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1K_X0237
S2PA1K_X0238,Baker2023,acera49,D.1,D,Family 2 - Adult 1 - Lineage 49 - TP1,2PA1K_X0238
S2PA1K_X0239,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1K_X0239
S2PA1K_X0240,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1K_X0240
S2PA1K_X0241,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1K_X0241
S2PA1K_X0242,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1K_X0242
S2PA1K_X0243,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1K_X0243
S2PA1K_X0244,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1K_X0244
S2PA1K_X0245,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1K_X0245
S2PA1K_X0246,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1K_X0246
S2PA1K_X0247,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1K_X0247
S2PA1K_X0248,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1K_X0248
S2PA1K_X0249,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1K_X0249
S2PA1K_X0250,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1K_X0250
S2PA1K_X0251,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1K_X0251
S2PA1K_X0252,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1K_X0252
S2PA1K_X0253,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1K_X0253
S2PA1K_X0254,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1K_X0254
S2PA1K_X0255,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1K_X0255
S2PA1K_X0256,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1K_X0256
S2PA1K_X0257,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1K_X0257
S2PA1K_X0258,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1K_X0258
S2PA1K_X0259,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1K_X0259
S2PA1K_X0260,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1K_X0260
S2PA1K_X0261,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1K_X0261
S2PA1K_X0262,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1K_X0262
S2PA1K_X0263,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1K_X0263
S2PA1N_PN34,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1N_PN34
S2PA1N_PN35,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1N_PN35
S2PA1N_PN36,Baker2023,acera49,D.1,D,Family 2 - Adult 1 - Lineage 49 - TP1,2PA1N_PN36
S2PA1N_PN37,Baker2023,acera49,D.1,D,Family 2 - Adult 1 - Lineage 49 - TP1,2PA1N_PN37
S2PA1N_PN38,Baker2023,acera49,D.1,D,Family 2 - Adult 1 - Lineage 49 - TP1,2PA1N_PN38
S2PA1N_PN39,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1N_PN39
S2PA1N_PN40,Baker2023,acera49,D.1,D,Family 2 - Adult 1 - Lineage 49 - TP1,2PA1N_PN40
S2PA1N_PN41,Baker2023,acera47,C.1,C,Family 2 - Adult 1 - Lineage 47 - TP1,2PA1N_PN41
S2PA1N_PN42,Baker2023,acera49,D.1,D,Family 2 - Adult 1 - Lineage 49 - TP1,2PA1N_PN42
S2PA1N_PN45,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1N_PN45
S2PA1N_PN46,Baker2023,acera82,K.1.2,K,Family 2 - Adult 1 - Lineage 82 - TP1,2PA1N_PN46
S2PA1N_PN47,Baker2023,acera49,D.1,D,Family 2 - Adult 1 - Lineage 49 - TP1,2PA1N_PN47
S2PA1N_PN49,Baker2023,acera49,D.1,D,Family 2 - Adult 1 - Lineage 49 - TP1,2PA1N_PN49
S2PA1N_PN50,Baker2023,acera47,C.1,C,Family 2 - Adult 1 - Lineage 47 - TP1,2PA1N_PN50
S2PA1N_PN51,Baker2023,acera47,C.1,C,Family 2 - Adult 1 - Lineage 47 - TP1,2PA1N_PN51
S2PA1N_PN52,Baker2023,acera49,D.1,D,Family 2 - Adult 1 - Lineage 49 - TP1,2PA1N_PN52
S2PA1N_PN53,Baker2023,acera49,D.1,D,Family 2 - Adult 1 - Lineage 49 - TP1,2PA1N_PN53
S2PA1N_PN54,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1N_PN54
S2PA1N_PN55,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1N_PN55
S2PA1N_PN56,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1N_PN56
S2PA1N_PN57,Baker2023,acera81,K.1.2,K,Family 2 - Adult 1 - Lineage 81 - TP1,2PA1N_PN57
S2PA1N_PN59,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1N_PN59
S2PA1N_PN60,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP1,2PA1N_PN60
S2PA1N_PN61,Baker2023,acera49,D.1,D,Family 2 - Adult 1 - Lineage 49 - TP1,2PA1N_PN61
S2PA1N_PN63,Baker2023,acera49,D.1,D,Family 2 - Adult 1 - Lineage 49 - TP1,2PA1N_PN63
S2PA3C_Z03_56_23YCC_B856,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP3,2PA3C_Z03_56_23YCC_B856
S2PA3C_Z05_25_16YB_F1125,Baker2023,acera49,D.1,D,Family 2 - Adult 1 - Lineage 49 - TP3,2PA3C_Z05_25_16YB_F1125
S2PA3C_Z05_38_16YB_F238,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP3,2PA3C_Z05_38_16YB_F238
S2PA3C_Z05_42_16YB_F642,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP3,2PA3C_Z05_42_16YB_F642
S2PA3C_Z05_45_16YB_E545,Baker2023,acera27,H.2,H,Family 2 - Adult 1 - Lineage 27 - TP3,2PA3C_Z05_45_16YB_E545
S2PA3C_Z05_46_16YB_E746,Baker2023,acera49,D.1,D,Family 2 - Adult 1 - Lineage 49 - TP3,2PA3C_Z05_46_16YB_E746
S2PA3C_Z05_47_16YB_E847,Baker2023,acera49,D.1,D,Family 2 - Adult 1 - Lineage 49 - TP3,2PA3C_Z05_47_16YB_E847
S2PA3C_Z05_48_16YB_E948,Baker2023,acera49,D.1,D,Family 2 - Adult 1 - Lineage 49 - TP3,2PA3C_Z05_48_16YB_E948
S2PA3C_Z05_49_16YB_G449,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP3,2PA3C_Z05_49_16YB_G449
S2PA3C_Z05_54_16YB_G1054,Baker2023,acera49,D.1,D,Family 2 - Adult 1 - Lineage 49 - TP3,2PA3C_Z05_54_16YB_G1054
S2PA3C_Z05_55_16YB_G1155,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP3,2PA3C_Z05_55_16YB_G1155
S2PA3C_Z05_58_16YB_H358,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP3,2PA3C_Z05_58_16YB_H358
S2PA3C_Z05_59_16YB_H1159,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP3,2PA3C_Z05_59_16YB_H1159
S2PA3C_Z05_60_16YB_H1260,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP3,2PA3C_Z05_60_16YB_H1260
S2PA3C_Z05_65_16YB_H965,Baker2023,acera82,K.1.2,K,Family 2 - Adult 1 - Lineage 82 - TP3,2PA3C_Z05_65_16YB_H965
S2PA3F_Z01_25_23YDC_C125,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP3,2PA3F_Z01_25_23YDC_C125
S2PA3F_Z01_26_23YDC_C226,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP3,2PA3F_Z01_26_23YDC_C226
S2PA3F_Z01_27_23YDC_C327,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP3,2PA3F_Z01_27_23YDC_C327
S2PA3F_Z01_28_23YDC_C428,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP3,2PA3F_Z01_28_23YDC_C428
S2PA3F_Z01_29_23YDC_C529,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP3,2PA3F_Z01_29_23YDC_C529
S2PA3F_Z01_30_23YDC_C630,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP3,2PA3F_Z01_30_23YDC_C630
S2PA3F_Z01_31_23YDC_C731,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP3,2PA3F_Z01_31_23YDC_C731
S2PA3F_Z01_32_23YDC_C832,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP3,2PA3F_Z01_32_23YDC_C832
S2PA3F_Z01_33_23YDC_C933,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP3,2PA3F_Z01_33_23YDC_C933
S2PA3F_Z01_34_23YDC_C1034,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP3,2PA3F_Z01_34_23YDC_C1034
S2PA3F_Z01_35_23YDC_C1135,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP3,2PA3F_Z01_35_23YDC_C1135
S2PA3F_Z01_36_23YDC_C1236,Baker2023,acera128,K.1.2,K,Family 2 - Adult 1 - Lineage 128 - TP3,2PA3F_Z01_36_23YDC_C1236
S2PA3F_Z01_37_23YDC_D137,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP3,2PA3F_Z01_37_23YDC_D137
S2PA3F_Z01_38_23YDC_D238,Baker2023,acera128,K.1.2,K,Family 2 - Adult 1 - Lineage 128 - TP3,2PA3F_Z01_38_23YDC_D238
S2PA3F_Z01_39_23YDC_D339,Baker2023,acera82,K.1.2,K,Family 2 - Adult 1 - Lineage 82 - TP3,2PA3F_Z01_39_23YDC_D339
S2PA3F_Z01_40_23YDC_D440,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP3,2PA3F_Z01_40_23YDC_D440
S2PA3F_Z01_41_23YDC_D541,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP3,2PA3F_Z01_41_23YDC_D541
S2PA3F_Z01_42_23YDC_D642,Baker2023,acera82,K.1.2,K,Family 2 - Adult 1 - Lineage 82 - TP3,2PA3F_Z01_42_23YDC_D642
S2PA3F_Z01_49_23YDC_E149,Baker2023,acera128,K.1.2,K,Family 2 - Adult 1 - Lineage 128 - TP3,2PA3F_Z01_49_23YDC_E149
S2PA3F_Z01_50_23YDC_E250,Baker2023,acera82,K.1.2,K,Family 2 - Adult 1 - Lineage 82 - TP3,2PA3F_Z01_50_23YDC_E250
S2PA3F_Z01_51_23YDC_E351,Baker2023,acera128,K.1.2,K,Family 2 - Adult 1 - Lineage 128 - TP3,2PA3F_Z01_51_23YDC_E351
S2PA3F_Z01_52_23YDC_E452,Baker2023,acera128,K.1.2,K,Family 2 - Adult 1 - Lineage 128 - TP3,2PA3F_Z01_52_23YDC_E452
S2PA3F_Z01_53_23YDC_E553,Baker2023,acera82,K.1.2,K,Family 2 - Adult 1 - Lineage 82 - TP3,2PA3F_Z01_53_23YDC_E553
S2PA3F_Z01_54_23YDC_E654,Baker2023,acera82,K.1.2,K,Family 2 - Adult 1 - Lineage 82 - TP3,2PA3F_Z01_54_23YDC_E654
S2PA3F_Z01_55_23YDC_E755,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP3,2PA3F_Z01_55_23YDC_E755
S2PA3F_Z01_56_23YDC_E856,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP3,2PA3F_Z01_56_23YDC_E856
S2PA3F_Z01_57_23YDC_E957,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP3,2PA3F_Z01_57_23YDC_E957
S2PA3F_Z01_58_23YDC_E1058,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP3,2PA3F_Z01_58_23YDC_E1058
S2PA3F_Z01_59_23YDC_E1159,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP3,2PA3F_Z01_59_23YDC_E1159
S2PA3F_Z01_60_23YDC_E1260,Baker2023,acera5,K.1.2,K,Family 2 - Adult 1 - Lineage 5 - TP3,2PA3F_Z01_60_23YDC_E1260
S2PA3F_Z05_1_16YB_A21,Baker2023,acera82,K.1.2,K,Family 2 - Adult 1 - Lineage 82 - TP3,2PA3F_Z05_1_16YB_A21
S2PA3F_Z05_10_16YB_B710,Baker2023,acera82,K.1.2,K,Family 2 - Adult 1 - Lineage 82 - TP3,2PA3F_Z05_10_16YB_B710
S2PA3F_Z05_12_16YB_B1212,Baker2023,acera82,K.1.2,K,Family 2 - Adult 1 - Lineage 82 - TP3,2PA3F_Z05_12_16YB_B1212
S2PA3F_Z05_13_16YB_C113,Baker2023,acera49,D.1,D,Family 2 - Adult 1 - Lineage 49 - TP3,2PA3F_Z05_13_16YB_C113
S2PA3F_Z05_14_16YB_C214,Baker2023,acera82,K.1.2,K,Family 2 - Adult 1 - Lineage 82 - TP3,2PA3F_Z05_14_16YB_C214
S2PA3F_Z05_15_16YB_C315,Baker2023,acera82,K.1.2,K,Family 2 - Adult 1 - Lineage 82 - TP3,2PA3F_Z05_15_16YB_C315
S2PA3F_Z05_16_16YB_C416,Baker2023,acera128,K.1.2,K,Family 2 - Adult 1 - Lineage 128 - TP3,2PA3F_Z05_16_16YB_C416
S2PA3F_Z05_17_16YB_C517,Baker2023,acera82,K.1.2,K,Family 2 - Adult 1 - Lineage 82 - TP3,2PA3F_Z05_17_16YB_C517
S2PA3F_Z05_18_16YB_C618,Baker2023,acera82,K.1.2,K,Family 2 - Adult 1 - Lineage 82 - TP3,2PA3F_Z05_18_16YB_C618
S2PA3F_Z05_19_16YB_C719,Baker2023,acera82,K.1.2,K,Family 2 - Adult 1 - Lineage 82 - TP3,2PA3F_Z05_19_16YB_C719
S2PA3F_Z05_2_16YB_A32,Baker2023,acera82,K.1.2,K,Family 2 - Adult 1 - Lineage 82 - TP3,2PA3F_Z05_2_16YB_A32
S2PA3F_Z05_3_16YB_A43,Baker2023,acera82,K.1.2,K,Family 2 - Adult 1 - Lineage 82 - TP3,2PA3F_Z05_3_16YB_A43
S2PA3F_Z05_4_16YB_A64,Baker2023,acera81,K.1.2,K,Family 2 - Adult 1 - Lineage 81 - TP3,2PA3F_Z05_4_16YB_A64
S2PA3F_Z05_5_16YB_A75,Baker2023,acera128,K.1.2,K,Family 2 - Adult 1 - Lineage 128 - TP3,2PA3F_Z05_5_16YB_A75
